"","Transitions","subsetDgeo","subsetDeff","Transition_Rates","Ori_Pop_Size","Dest_Pop_Size","Key"
"BY->LK",0,6948.9212,7.2504,0.0342196885666238,9460000,20653000,"BY->LK"
"CA->LK",0,13747.3792,7.3786,0.0342196885666238,3.5e+07,20653000,"CA->LK"
"CH->LK",0,8069.918,5.3058,0.0342196885666238,7952000,20653000,"CH->LK"
"CL->LK",0,15904.0359,9.6839,0.0342196885666238,17402000,20653000,"CL->LK"
"CN->LK",2,4287.5099,6.1153,0.0342196885666238,1347350000,20653000,"CN->LK"
"CO->LK",0,16812.0696,8.7109,0.0342196885666238,47015000,20653000,"CO->LK"
"DE->LK",0,8009.6198,4.4623,0.0342196885666238,80500000,20653000,"DE->LK"
"DK->LK",0,8092.3948,7.0896,0.0342196885666238,5580000,20653000,"DK->LK"
"EC->LK",0,17614.1934,8.7862,0.0342196885666238,14483000,20653000,"EC->LK"
"ES->LK",0,9065.3141,6.0372,0.0342196885666238,46185000,20653000,"ES->LK"
"FI->LK",0,7604.0308,7.3176,0.0342196885666238,5408000,20653000,"FI->LK"
"FJ->LK",0,11050.875,7.2183,0.0342196885666238,861000,20653000,"FJ->LK"
"FR->LK",0,8395.5205,5.1442,0.0342196885666238,65350000,20653000,"FR->LK"
"GB->LK",0,8855.9749,4.067,0.0342196885666238,62262000,20653000,"GB->LK"
"GF->LK",0,14555.2489,6.833,0.0342196885666238,224000,20653000,"GF->LK"
"GR->LK",0,6465.9776,6.6287,0.0342196885666238,10787000,20653000,"GR->LK"
"HK->LK",0,4012.0237,6.2748,0.0342196885666238,7103000,20653000,"HK->LK"
"ID->LK",0,3939.5393,4.9868,0.0342196885666238,237641000,20653000,"ID->LK"
"IN->LK",1,1499.3609,2.1794,0.0342196885666238,1210570000,20653000,"IN->LK"
"IS->LK",0,9893.7071,6.4977,0.0342196885666238,320000,20653000,"IS->LK"
"IT->LK",0,7661.6673,5.6329,0.0342196885666238,59464000,20653000,"IT->LK"
"JP->LK",0,6493.4157,6.0467,0.0342196885666238,127300000,20653000,"JP->LK"
"KH->LK",0,2742.0201,5.556,0.0342196885666238,13396000,20653000,"KH->LK"
"KR->LK",0,5810.3207,6.838,0.0342196885666238,48580000,20653000,"KR->LK"
"LA->LK",0,2735.3175,5.2159,0.0342196885666238,6256000,20653000,"LA->LK"
"LV->LK",0,7330.2395,6.8728,0.0342196885666238,2070000,20653000,"LV->LK"
"MD->LK",0,6539.0416,8.0476,0.0342196885666238,3560000,20653000,"MD->LK"
"MM->LK",0,2259.9743,5.141,0.0342196885666238,47963000,20653000,"MM->LK"
"MY->LK",0,3145.5266,4.2019,0.0342196885666238,30017000,20653000,"MY->LK"
"NL->LK",0,8337.1891,6.4824,0.0342196885666238,16838000,20653000,"NL->LK"
"NO->LK",0,8257.1946,6.7378,0.0342196885666238,5009000,20653000,"NO->LK"
"NP->LK",0,2354.0003,4.1808,0.0342196885666238,26621000,20653000,"NP->LK"
"NZ->LK",0,10830.4799,6.6842,0.0342196885666238,4434000,20653000,"NZ->LK"
"PE->LK",0,17231.0776,8.8739,0.0342196885666238,30135000,20653000,"PE->LK"
"PH->LK",0,4729.5553,6.1571,0.0342196885666238,92340000,20653000,"PH->LK"
"PT->LK",0,10026.0878,6.5133,0.0342196885666238,10487000,20653000,"PT->LK"
"PY->LK",0,15077.4276,10.0586,0.0342196885666238,6382000,20653000,"PY->LK"
"RO->LK",0,6800.2048,7.4656,0.0342196885666238,19043000,20653000,"RO->LK"
"RS->LK",0,7009.234,7.4244,0.0342196885666238,7120000,20653000,"RS->LK"
"SE->LK",0,7854.5828,6.8572,0.0342196885666238,9490000,20653000,"SE->LK"
"SG->LK",0,2748.9946,3.1638,0.0342196885666238,5184000,20653000,"SG->LK"
"TH->LK",0,2364.9716,3.573,0.0342196885666238,65500000,20653000,"TH->LK"
"TW->LK",0,4708.5109,6.6584,0.0342196885666238,23293593,20653000,"TW->LK"
"UA->LK",0,6387.6915,7.7174,0.0342196885666238,45426000,20653000,"UA->LK"
"US->LK",0,14965.391,6.6144,0.0342196885666238,3.17e+08,20653000,"US->LK"
"UY->LK",0,14525.0704,10.4978,0.0342196885666238,3251000,20653000,"UY->LK"
"VE->LK",0,15812.3851,8.8287,0.0342196885666238,27150000,20653000,"VE->LK"
"VN->LK",0,3143.6022,6.2475,0.0342196885666238,87840000,20653000,"VN->LK"
"AL->LV",0,1750.6496,6.2006,0.0342196885666238,2832000,2070000,"AL->LV"
"AR->LV",0,13462.4924,7.9264,0.0342196885666238,40117000,2070000,"AR->LV"
"AT->LV",1,1239.3686,4.6293,0.0342196885666238,8451860,2070000,"AT->LV"
"AU->LV",0,14331.7926,8.864,0.0342196885666238,22902000,2070000,"AU->LV"
"BD->LV",0,6461.8706,7.3016,0.0342196885666238,142319000,2070000,"BD->LV"
"BG->LV",0,1574.7535,5.2353,0.0342196885666238,7284000,2070000,"BG->LV"
"BO->LV",0,11591.8609,8.3288,0.0342196885666238,10624000,2070000,"BO->LV"
"BR->LV",0,10403.5481,6.595,0.0342196885666238,192400000,2070000,"BR->LV"
"BY->LV",0,423.2439,4.3373,0.0342196885666238,9460000,2070000,"BY->LV"
"CA->LV",0,7011.6377,6.1175,0.0342196885666238,3.5e+07,2070000,"CA->LV"
"CH->LV",0,1572.5927,5.4274,0.0342196885666238,7952000,2070000,"CH->LV"
"CL->LV",0,13296.1944,8.4228,0.0342196885666238,17402000,2070000,"CL->LV"
"CN->LV",0,7005.1558,7.0683,0.0342196885666238,1347350000,2070000,"CN->LV"
"CO->LV",0,9842.2598,7.4498,0.0342196885666238,47015000,2070000,"CO->LV"
"DE->LV",0,1135.4131,2.8428,0.0342196885666238,80500000,2070000,"DE->LV"
"DK->LV",0,839.6051,3.4387,0.0342196885666238,5580000,2070000,"DK->LV"
"EC->LV",0,10961.8474,7.5251,0.0342196885666238,14483000,2070000,"EC->LV"
"ES->LV",0,2978.3283,4.7761,0.0342196885666238,46185000,2070000,"ES->LV"
"FI->LV",0,658.52,3.2894,0.0342196885666238,5408000,2070000,"FI->LV"
"FJ->LV",0,15138.5617,8.1378,0.0342196885666238,861000,2070000,"FJ->LV"
"FR->LV",0,1908.9066,5.4012,0.0342196885666238,65350000,2070000,"FR->LV"
"GB->LV",0,1729.9777,2.8058,0.0342196885666238,62262000,2070000,"GB->LV"
"GF->LV",0,8734.5016,7.0901,0.0342196885666238,224000,2070000,"GF->LV"
"GR->LV",0,2096.4868,5.0093,0.0342196885666238,10787000,2070000,"GR->LV"
"HK->LV",0,7944.4628,6.9643,0.0342196885666238,7103000,2070000,"HK->LV"
"ID->LV",0,10305.3086,8.546,0.0342196885666238,237641000,2070000,"ID->LV"
"IN->LV",0,6032.2276,6.177,0.0342196885666238,1210570000,2070000,"IN->LV"
"IS->LV",0,2605.434,5.2366,0.0342196885666238,320000,2070000,"IS->LV"
"IT->LV",0,1801.388,4.5379,0.0342196885666238,59464000,2070000,"IT->LV"
"JP->LV",0,7893.0796,7.3266,0.0342196885666238,127300000,2070000,"JP->LV"
"KH->LV",0,8266.1244,9.081,0.0342196885666238,13396000,2070000,"KH->LV"
"KR->LV",0,7508.2735,7.7857,0.0342196885666238,48580000,2070000,"KR->LV"
"LA->LV",0,7654.5502,8.7409,0.0342196885666238,6256000,2070000,"LA->LV"
"LK->LV",0,7330.2395,6.8728,0.0342196885666238,20653000,2070000,"LK->LV"
"MD->LV",0,1160.7343,6.4282,0.0342196885666238,3560000,2070000,"MD->LV"
"MM->LV",0,7054.928,8.666,0.0342196885666238,47963000,2070000,"MM->LV"
"MY->LV",0,9249.7844,7.0572,0.0342196885666238,30017000,2070000,"MY->LV"
"NL->LV",0,1352.1762,4.1406,0.0342196885666238,16838000,2070000,"NL->LV"
"NO->LV",0,1001.7989,4.0868,0.0342196885666238,5009000,2070000,"NO->LV"
"NP->LV",0,5741.8428,8.1784,0.0342196885666238,26621000,2070000,"NP->LV"
"NZ->LV",0,17235.2721,8.7051,0.0342196885666238,4434000,2070000,"NZ->LV"
"PE->LV",0,11467.636,7.6128,0.0342196885666238,30135000,2070000,"PE->LV"
"PH->LV",0,9577.3167,9.3107,0.0342196885666238,92340000,2070000,"PH->LV"
"PT->LV",0,3608.2552,5.2522,0.0342196885666238,10487000,2070000,"PT->LV"
"PY->LV",0,11845.9367,8.4392,0.0342196885666238,6382000,2070000,"PY->LV"
"RO->LV",0,1279.2353,5.8462,0.0342196885666238,19043000,2070000,"RO->LV"
"RS->LV",0,1488.9078,5.805,0.0342196885666238,7120000,2070000,"RS->LV"
"SE->LV",0,541.761,3.4178,0.0342196885666238,9490000,2070000,"SE->LV"
"SG->LV",0,9278.4915,6.723,0.0342196885666238,5184000,2070000,"SG->LV"
"TH->LV",0,7960.0769,7.098,0.0342196885666238,65500000,2070000,"TH->LV"
"TW->LV",0,8189.6322,8.7411,0.0342196885666238,23293593,2070000,"TW->LV"
"UA->LV",0,1128.2949,3.8299,0.0342196885666238,45426000,2070000,"UA->LV"
"US->LV",0,8040.0793,5.3533,0.0342196885666238,3.17e+08,2070000,"US->LV"
"UY->LV",0,12612.2517,8.8784,0.0342196885666238,3251000,2070000,"UY->LV"
"VE->LV",0,9089.9104,7.2093,0.0342196885666238,27150000,2070000,"VE->LV"
"VN->LV",0,8200.0709,8.5507,0.0342196885666238,87840000,2070000,"VN->LV"
"AL->MD",0,956.504,4.7583,0.0342196885666238,2832000,3560000,"AL->MD"
"AR->MD",0,13305.6873,7.5476,0.0342196885666238,40117000,3560000,"AR->MD"
"AT->MD",0,1117.5148,3.8336,0.0342196885666238,8451860,3560000,"AT->MD"
"AU->MD",0,14024.2965,10.249,0.0342196885666238,22902000,3560000,"AU->MD"
"BD->MD",0,6045.8425,9.5037,0.0342196885666238,142319000,3560000,"BD->MD"
"BG->MD",0,502.702,5.9779,0.0342196885666238,7284000,3560000,"BG->MD"
"BO->MD",0,11752.2697,9.6747,0.0342196885666238,10624000,3560000,"BO->MD"
"BR->MD",0,10281.9458,7.3375,0.0342196885666238,192400000,3560000,"BR->MD"
"BY->MD",0,775.7305,5.3452,0.0342196885666238,9460000,3560000,"BY->MD"
"CA->MD",0,8105.5726,7.6708,0.0342196885666238,3.5e+07,3560000,"CA->MD"
"CH->MD",0,1603.5139,6.17,0.0342196885666238,7952000,3560000,"CH->MD"
"CL->MD",0,13309.5781,9.2159,0.0342196885666238,17402000,3560000,"CL->MD"
"CN->MD",0,7017.3619,6.6685,0.0342196885666238,1347350000,3560000,"CN->MD"
"CO->MD",0,10443.0445,8.8348,0.0342196885666238,47015000,3560000,"CO->MD"
"DE->MD",0,1470.6442,3.5854,0.0342196885666238,80500000,3560000,"DE->MD"
"DK->MD",0,1641.2273,6.5635,0.0342196885666238,5580000,3560000,"DK->MD"
"EC->MD",0,11511.9748,8.8519,0.0342196885666238,14483000,3560000,"EC->MD"
"ES->MD",0,2920.6183,5.6453,0.0342196885666238,46185000,3560000,"ES->MD"
"FI->MD",0,1789.7,6.4407,0.0342196885666238,5408000,3560000,"FI->MD"
"FJ->MD",0,15684.7592,9.5228,0.0342196885666238,861000,3560000,"FJ->MD"
"FR->MD",0,1970.6844,5.5678,0.0342196885666238,65350000,3560000,"FR->MD"
"GB->MD",0,2318.9264,5.6423,0.0342196885666238,62262000,3560000,"GB->MD"
"GF->MD",0,8958.7598,7.2567,0.0342196885666238,224000,3560000,"GF->MD"
"GR->MD",0,1031.8605,4.7231,0.0342196885666238,10787000,3560000,"GR->MD"
"HK->MD",0,7849.353,8.5409,0.0342196885666238,7103000,3560000,"HK->MD"
"ID->MD",0,9887.2789,9.9481,0.0342196885666238,237641000,3560000,"ID->MD"
"IN->MD",0,5388.0524,7.295,0.0342196885666238,1210570000,3560000,"IN->MD"
"IS->MD",0,3621.2897,7.0554,0.0342196885666238,320000,3560000,"IS->MD"
"IT->MD",0,1413.5057,3.0955,0.0342196885666238,59464000,3560000,"IT->MD"
"JP->MD",0,8285.6542,7.8712,0.0342196885666238,127300000,3560000,"JP->MD"
"KH->MD",0,7894.3675,9.8136,0.0342196885666238,13396000,3560000,"KH->MD"
"KR->MD",0,7796.9555,7.3356,0.0342196885666238,48580000,3560000,"KR->MD"
"LA->MD",0,7328.1814,9.4736,0.0342196885666238,6256000,3560000,"LA->MD"
"LK->MD",0,6539.0416,8.0476,0.0342196885666238,20653000,3560000,"LK->MD"
"LV->MD",0,1160.7343,6.4282,0.0342196885666238,2070000,3560000,"LV->MD"
"MM->MD",0,6658.9946,9.3986,0.0342196885666238,47963000,3560000,"MM->MD"
"MY->MD",0,8837.4298,8.6775,0.0342196885666238,30017000,3560000,"MY->MD"
"NL->MD",0,1798.1478,4.2287,0.0342196885666238,16838000,3560000,"NL->MD"
"NO->MD",0,2122.0272,6.8705,0.0342196885666238,5009000,3560000,"NO->MD"
"NP->MD",0,5298.0477,9.2964,0.0342196885666238,26621000,3560000,"NP->MD"
"NZ->MD",0,17140.6224,10.0901,0.0342196885666238,4434000,3560000,"NZ->MD"
"PE->MD",0,11860.1684,8.9978,0.0342196885666238,30135000,3560000,"PE->MD"
"PH->MD",0,9463.3399,9.5359,0.0342196885666238,92340000,3560000,"PH->MD"
"PT->MD",0,3770.7956,4.5473,0.0342196885666238,10487000,3560000,"PT->MD"
"PY->MD",0,11773.7939,9.1818,0.0342196885666238,6382000,3560000,"PY->MD"
"RO->MD",0,394.5484,3.2653,0.0342196885666238,19043000,3560000,"RO->MD"
"RS->MD",0,738.6437,6.5475,0.0342196885666238,7120000,3560000,"RS->MD"
"SE->MD",0,1650.9916,6.5338,0.0342196885666238,9490000,3560000,"SE->MD"
"SG->MD",0,8769.1657,8.1252,0.0342196885666238,5184000,3560000,"SG->MD"
"TH->MD",0,7542.1649,7.8306,0.0342196885666238,65500000,3560000,"TH->MD"
"TW->MD",0,8214.116,9.9752,0.0342196885666238,23293593,3560000,"TW->MD"
"UA->MD",0,263.6253,4.5774,0.0342196885666238,45426000,3560000,"UA->MD"
"US->MD",1,9081.0653,6.7384,0.0342196885666238,3.17e+08,3560000,"US->MD"
"UY->MD",0,12378.717,8.9331,0.0342196885666238,3251000,3560000,"UY->MD"
"VE->MD",0,9587.2268,7.6791,0.0342196885666238,27150000,3560000,"VE->MD"
"VN->MD",0,7913.3445,7.8414,0.0342196885666238,87840000,3560000,"VN->MD"
"AL->MM",0,7420.2571,8.4061,0.0342196885666238,2832000,47963000,"AL->MM"
"AR->MM",0,17328.3243,10.1197,0.0342196885666238,40117000,47963000,"AR->MM"
"AT->MM",0,7769.6723,6.6333,0.0342196885666238,8451860,47963000,"AT->MM"
"AU->MM",0,7368.0982,4.9042,0.0342196885666238,22902000,47963000,"AU->MM"
"BD->MM",0,614.4569,4.5341,0.0342196885666238,142319000,47963000,"BD->MM"
"BG->MM",0,6870.8495,8.2157,0.0342196885666238,7284000,47963000,"BG->MM"
"BO->MM",0,18077.2272,9.9366,0.0342196885666238,10624000,47963000,"BO->MM"
"BR->MM",0,16069.9497,9.4582,0.0342196885666238,192400000,47963000,"BR->MM"
"BY->MM",0,6773.9732,8.6113,0.0342196885666238,9460000,47963000,"BY->MM"
"CA->MM",0,12215.5689,8.3115,0.0342196885666238,3.5e+07,47963000,"CA->MM"
"CH->MM",0,8256.575,6.6318,0.0342196885666238,7952000,47963000,"CH->MM"
"CL->MM",0,18139.0494,10.1456,0.0342196885666238,17402000,47963000,"CL->MM"
"CN->MM",1,2030.2066,4.3932,0.0342196885666238,1347350000,47963000,"CN->MM"
"CO->MM",0,16761.6936,9.0575,0.0342196885666238,47015000,47963000,"CO->MM"
"DE->MM",0,8024.0833,5.8232,0.0342196885666238,80500000,47963000,"DE->MM"
"DK->MM",0,7893.3755,6.2655,0.0342196885666238,5580000,47963000,"DK->MM"
"EC->MM",0,17899.6052,9.1328,0.0342196885666238,14483000,47963000,"EC->MM"
"ES->MM",0,9546.2578,7.855,0.0342196885666238,46185000,47963000,"ES->MM"
"FI->MM",0,7084.1048,6.2945,0.0342196885666238,5408000,47963000,"FI->MM"
"FJ->MM",0,9834.8834,6.7593,0.0342196885666238,861000,47963000,"FJ->MM"
"FR->MM",0,8627.9467,6.654,0.0342196885666238,65350000,47963000,"FR->MM"
"GB->MM",0,8772.9655,5.8848,0.0342196885666238,62262000,47963000,"GB->MM"
"GF->MM",0,15583.3103,8.3429,0.0342196885666238,224000,47963000,"GF->MM"
"GR->MM",0,6998.2246,7.3693,0.0342196885666238,10787000,47963000,"GR->MM"
"HK->MM",0,1870.3095,4.2699,0.0342196885666238,7103000,47963000,"HK->MM"
"ID->MM",0,3254.5771,4.6647,0.0342196885666238,237641000,47963000,"ID->MM"
"IN->MM",0,1716.4448,3.9973,0.0342196885666238,1210570000,47963000,"IN->MM"
"IS->MM",0,9287.5265,8.3155,0.0342196885666238,320000,47963000,"IS->MM"
"IT->MM",0,8024.1198,6.7434,0.0342196885666238,59464000,47963000,"IT->MM"
"JP->MM",0,4238.941,4.5027,0.0342196885666238,127300000,47963000,"JP->MM"
"KH->MM",0,1235.4536,3.551,0.0342196885666238,13396000,47963000,"KH->MM"
"KR->MM",0,3551.0053,4.8331,0.0342196885666238,48580000,47963000,"KR->MM"
"LA->MM",0,733.4234,3.211,0.0342196885666238,6256000,47963000,"LA->MM"
"LK->MM",0,2259.9743,5.141,0.0342196885666238,20653000,47963000,"LK->MM"
"LV->MM",0,7054.928,8.666,0.0342196885666238,2070000,47963000,"LV->MM"
"MD->MM",0,6658.9946,9.3986,0.0342196885666238,3560000,47963000,"MD->MM"
"MY->MM",0,2197.5363,3.5003,0.0342196885666238,30017000,47963000,"MY->MM"
"NL->MM",0,8323.8382,6.2658,0.0342196885666238,16838000,47963000,"NL->MM"
"NO->MM",0,7777.0716,8.3828,0.0342196885666238,5009000,47963000,"NO->MM"
"NP->MM",0,1364.0424,4.3522,0.0342196885666238,26621000,47963000,"NP->MM"
"NZ->MM",0,10482.5909,6.2543,0.0342196885666238,4434000,47963000,"NZ->MM"
"PE->MM",0,18514.3132,9.2205,0.0342196885666238,30135000,47963000,"PE->MM"
"PH->MM",0,3073.8657,5.0993,0.0342196885666238,92340000,47963000,"PH->MM"
"PT->MM",0,10428.9829,8.3311,0.0342196885666238,10487000,47963000,"PT->MM"
"PY->MM",0,17250.3558,11.3025,0.0342196885666238,6382000,47963000,"PY->MM"
"RO->MM",0,7015.7619,8.8265,0.0342196885666238,19043000,47963000,"RO->MM"
"RS->MM",0,7314.3116,8.7853,0.0342196885666238,7120000,47963000,"RS->MM"
"SE->MM",0,7490.5413,6.7519,0.0342196885666238,9490000,47963000,"SE->MM"
"SG->MM",0,2266.9817,2.8418,0.0342196885666238,5184000,47963000,"SG->MM"
"TH->MM",0,905.741,1.568,0.0342196885666238,65500000,47963000,"TH->MM"
"TW->MM",0,2557.6002,4.0972,0.0342196885666238,23293593,47963000,"TW->MM"
"UA->MM",0,6433.2479,7.2272,0.0342196885666238,45426000,47963000,"UA->MM"
"US->MM",0,13425.8379,6.961,0.0342196885666238,3.17e+08,47963000,"US->MM"
"UY->MM",0,16784.7037,11.5053,0.0342196885666238,3251000,47963000,"UY->MM"
"VE->MM",0,16137.0381,9.2276,0.0342196885666238,27150000,47963000,"VE->MM"
"VN->MM",0,1336.241,4.3675,0.0342196885666238,87840000,47963000,"VN->MM"
"AL->MY",0,9559.0715,7.8695,0.0342196885666238,2832000,30017000,"AL->MY"
"AR->MY",0,16190.1971,8.5199,0.0342196885666238,40117000,30017000,"AR->MY"
"AT->MY",0,9952.4995,4.8438,0.0342196885666238,8451860,30017000,"AT->MY"
"AU->MY",2,5187.6315,3.0666,0.0342196885666238,22902000,30017000,"AU->MY"
"BD->MY",0,2801.7737,3.4967,0.0342196885666238,142319000,30017000,"BD->MY"
"BG->MY",0,9020.389,7.5561,0.0342196885666238,7284000,30017000,"BG->MY"
"BO->MY",0,18455.2146,9.4396,0.0342196885666238,10624000,30017000,"BO->MY"
"BR->MY",0,16983.0542,8.6321,0.0342196885666238,192400000,30017000,"BR->MY"
"BY->MY",0,8971.497,8.0964,0.0342196885666238,9460000,30017000,"BY->MY"
"CA->MY",0,13615.2448,7.563,0.0342196885666238,3.5e+07,30017000,"CA->MY"
"CH->MY",0,10439.5291,6.1914,0.0342196885666238,7952000,30017000,"CH->MY"
"CL->MY",0,16877.8461,8.9993,0.0342196885666238,17402000,30017000,"CL->MY"
"CN->MY",3,3042.5048,3.3282,0.0342196885666238,1347350000,30017000,"CN->MY"
"CO->MY",0,18599.5581,8.5606,0.0342196885666238,47015000,30017000,"CO->MY"
"DE->MY",0,10219.2712,5.7576,0.0342196885666238,80500000,30017000,"DE->MY"
"DK->MY",0,10088.8454,7.274,0.0342196885666238,5580000,30017000,"DK->MY"
"EC->MY",0,19159.7751,8.6359,0.0342196885666238,14483000,30017000,"EC->MY"
"ES->MY",0,11692.3953,6.2216,0.0342196885666238,46185000,30017000,"ES->MY"
"FI->MY",0,9254.3115,7.6183,0.0342196885666238,5408000,30017000,"FI->MY"
"FJ->MY",0,7983.4923,4.9218,0.0342196885666238,861000,30017000,"FJ->MY"
"FR->MY",0,10808.1003,5.6445,0.0342196885666238,65350000,30017000,"FR->MY"
"GB->MY",3,10970.1248,4.2513,0.0342196885666238,62262000,30017000,"GB->MY"
"GF->MY",0,17628.5648,7.3334,0.0342196885666238,224000,30017000,"GF->MY"
"GR->MY",0,9099.6811,7.3794,0.0342196885666238,10787000,30017000,"GR->MY"
"HK->MY",3,2085.405,3.5108,0.0342196885666238,7103000,30017000,"HK->MY"
"ID->MY",0,1057.0576,2.0214,0.0342196885666238,237641000,30017000,"ID->MY"
"IN->MY",1,3587.0371,3.5004,0.0342196885666238,1210570000,30017000,"IN->MY"
"IS->MY",0,11403.2238,6.6821,0.0342196885666238,320000,30017000,"IS->MY"
"IT->MY",0,10178.5823,6.2068,0.0342196885666238,59464000,30017000,"IT->MY"
"JP->MY",2,4497.028,4.0057,0.0342196885666238,127300000,30017000,"JP->MY"
"KH->MY",1,994.2523,3.4181,0.0342196885666238,13396000,30017000,"KH->MY"
"KR->MY",2,4025.4982,4.3703,0.0342196885666238,48580000,30017000,"KR->MY"
"LA->MY",0,1630.3879,4.5348,0.0342196885666238,6256000,30017000,"LA->MY"
"LK->MY",0,3145.5266,4.2019,0.0342196885666238,20653000,30017000,"LK->MY"
"LV->MY",0,9249.7844,7.0572,0.0342196885666238,2070000,30017000,"LV->MY"
"MD->MY",0,8837.4298,8.6775,0.0342196885666238,3560000,30017000,"MD->MY"
"MM->MY",0,2197.5363,3.5003,0.0342196885666238,47963000,30017000,"MM->MY"
"NL->MY",0,10520.6651,4.5656,0.0342196885666238,16838000,30017000,"NL->MY"
"NO->MY",0,9944.9858,6.9222,0.0342196885666238,5009000,30017000,"NO->MY"
"NP->MY",3,3543.5331,3.9661,0.0342196885666238,26621000,30017000,"NP->MY"
"NZ->MY",0,8311.5918,4.4168,0.0342196885666238,4434000,30017000,"NZ->MY"
"PE->MY",0,19322.0247,8.7236,0.0342196885666238,30135000,30017000,"PE->MY"
"PH->MY",0,1745.2019,3.8841,0.0342196885666238,92340000,30017000,"PH->MY"
"PT->MY",0,12598.4718,6.6977,0.0342196885666238,10487000,30017000,"PT->MY"
"PY->MY",0,17244.2907,10.4764,0.0342196885666238,6382000,30017000,"PY->MY"
"RO->MY",0,9184.6537,8.2673,0.0342196885666238,19043000,30017000,"RO->MY"
"RS->MY",0,9471.6615,8.1908,0.0342196885666238,7120000,30017000,"RS->MY"
"SE->MY",0,9676.4419,6.1301,0.0342196885666238,9490000,30017000,"SE->MY"
"SG->MY",0,574.4626,2.4686,0.0342196885666238,5184000,30017000,"SG->MY"
"TH->MY",0,1297.8976,2.8918,0.0342196885666238,65500000,30017000,"TH->MY"
"TW->MY",0,2536.4202,3.8461,0.0342196885666238,23293593,30017000,"TW->MY"
"UA->MY",0,8617.9822,8.2676,0.0342196885666238,45426000,30017000,"UA->MY"
"US->MY",1,14694.8092,6.4641,0.0342196885666238,3.17e+08,30017000,"US->MY"
"UY->MY",0,16235.1095,9.9055,0.0342196885666238,3251000,30017000,"UY->MY"
"VE->MY",0,18300.2334,8.7307,0.0342196885666238,27150000,30017000,"VE->MY"
"VN->MY",0,1215.9644,3.6724,0.0342196885666238,87840000,30017000,"VN->MY"
"AL->NL",0,1590.8168,5.0213,0.0342196885666238,2832000,16838000,"AL->NL"
"AR->NL",1,12117.2436,6.2792,0.0342196885666238,40117000,16838000,"AR->NL"
"AT->NL",0,798.0024,4.2805,0.0342196885666238,8451860,16838000,"AT->NL"
"AU->NL",1,15658.8414,6.6311,0.0342196885666238,22902000,16838000,"AU->NL"
"BD->NL",1,7719.5213,6.9112,0.0342196885666238,142319000,16838000,"BD->NL"
"BG->NL",0,1864.4327,4.7712,0.0342196885666238,7284000,16838000,"BG->NL"
"BO->NL",0,10251.9747,6.096,0.0342196885666238,10624000,16838000,"BO->NL"
"BR->NL",0,9061.9017,5.1139,0.0342196885666238,192400000,16838000,"BR->NL"
"BY->NL",0,1555.4855,6.1433,0.0342196885666238,9460000,16838000,"BY->NL"
"CA->NL",0,6579.7106,4.4328,0.0342196885666238,3.5e+07,16838000,"CA->NL"
"CH->NL",0,571.8248,3.7302,0.0342196885666238,7952000,16838000,"CH->NL"
"CL->NL",0,11944.9269,6.305,0.0342196885666238,17402000,16838000,"CL->NL"
"CN->NL",2,8357.255,4.9038,0.0342196885666238,1347350000,16838000,"CN->NL"
"CO->NL",0,8671.6971,5.217,0.0342196885666238,47015000,16838000,"CO->NL"
"DE->NL",0,327.9395,3.3552,0.0342196885666238,80500000,16838000,"DE->NL"
"DK->NL",0,610.6753,3.7066,0.0342196885666238,5580000,16838000,"DK->NL"
"EC->NL",0,9761.9275,5.2923,0.0342196885666238,14483000,16838000,"EC->NL"
"ES->NL",0,1703.3063,3.2926,0.0342196885666238,46185000,16838000,"ES->NL"
"FI->NL",0,1693.0778,4.0888,0.0342196885666238,5408000,16838000,"FI->NL"
"FJ->NL",0,16190.1584,5.9049,0.0342196885666238,861000,16838000,"FJ->NL"
"FR->NL",0,700.8695,3.5139,0.0342196885666238,65350000,16838000,"FR->NL"
"GB->NL",1,528.3769,2.4154,0.0342196885666238,62262000,16838000,"GB->NL"
"GF->NL",0,7398.9737,5.1376,0.0342196885666238,224000,16838000,"GF->NL"
"GR->NL",0,2171.899,4.2554,0.0342196885666238,10787000,16838000,"GR->NL"
"HK->NL",3,9291.6545,5.3652,0.0342196885666238,7103000,16838000,"HK->NL"
"ID->NL",0,11577.539,6.587,0.0342196885666238,237641000,16838000,"ID->NL"
"IN->NL",1,7160.13,4.6053,0.0342196885666238,1210570000,16838000,"IN->NL"
"IS->NL",0,2108.419,4.1716,0.0342196885666238,320000,16838000,"IS->NL"
"IT->NL",0,1135.0052,3.3586,0.0342196885666238,59464000,16838000,"IT->NL"
"JP->NL",0,9171.1462,4.8604,0.0342196885666238,127300000,16838000,"JP->NL"
