"","Transitions","subsetDgeo","subsetDeff","Transition_Rates","Ori_Pop_Size","Dest_Pop_Size","Key"
"LV->IS",0,2605.434,5.2366,0.0342196885666238,2070000,320000,"LV->IS"
"MD->IS",0,3621.2897,7.0554,0.0342196885666238,3560000,320000,"MD->IS"
"MM->IS",0,9287.5265,8.3155,0.0342196885666238,47963000,320000,"MM->IS"
"MY->IS",0,11403.2238,6.6821,0.0342196885666238,30017000,320000,"MY->IS"
"NL->IS",0,2108.419,4.1716,0.0342196885666238,16838000,320000,"NL->IS"
"NO->IS",0,1638.2422,3.4924,0.0342196885666238,5009000,320000,"NO->IS"
"NP->IS",0,8082.3669,7.8034,0.0342196885666238,26621000,320000,"NP->IS"
"NZ->IS",0,17291.6561,5.8094,0.0342196885666238,4434000,320000,"NZ->IS"
"PE->IS",0,9307.8842,4.7171,0.0342196885666238,30135000,320000,"PE->IS"
"PH->IS",0,11253.313,6.415,0.0342196885666238,92340000,320000,"PH->IS"
"PT->IS",0,2957.3204,4.8771,0.0342196885666238,10487000,320000,"PT->IS"
"PY->IS",0,10378.6228,6.7991,0.0342196885666238,6382000,320000,"PY->IS"
"RO->IS",0,3530.4013,6.4734,0.0342196885666238,19043000,320000,"RO->IS"
"RS->IS",0,3515.5275,6.3703,0.0342196885666238,7120000,320000,"RS->IS"
"SE->IS",0,2065.2314,3.6644,0.0342196885666238,9490000,320000,"SE->IS"
"SG->IS",0,11554.3325,6.3479,0.0342196885666238,5184000,320000,"SG->IS"
"TH->IS",0,10178.1197,6.7475,0.0342196885666238,65500000,320000,"TH->IS"
"TW->IS",0,9739.7465,5.8454,0.0342196885666238,23293593,320000,"TW->IS"
"UA->IS",0,3679.776,6.7251,0.0342196885666238,45426000,320000,"UA->IS"
"US->IS",0,5460.8496,2.4577,0.0342196885666238,3.17e+08,320000,"US->IS"
"UY->IS",0,11369.2496,7.0019,0.0342196885666238,3251000,320000,"UY->IS"
"VE->IS",0,6897.2515,4.7243,0.0342196885666238,27150000,320000,"VE->IS"
"VN->IS",0,10236.2264,8.1779,0.0342196885666238,87840000,320000,"VN->IS"
"AL->IT",0,646.4,1.6627,0.0342196885666238,2832000,59464000,"AL->IT"
"AR->IT",0,11920.6439,4.4521,0.0342196885666238,40117000,59464000,"AR->IT"
"AT->IT",0,569.7351,3.7109,0.0342196885666238,8451860,59464000,"AT->IT"
"AU->IT",0,15356.1283,7.4001,0.0342196885666238,22902000,59464000,"AU->IT"
"BD->IT",0,7409.6629,6.5638,0.0342196885666238,142319000,59464000,"BD->IT"
"BG->IT",0,1158.4919,3.483,0.0342196885666238,7284000,59464000,"BG->IT"
"BO->IT",0,10344.2687,6.6211,0.0342196885666238,10624000,59464000,"BO->IT"
"BR->IT",0,8881.0493,4.284,0.0342196885666238,192400000,59464000,"BR->IT"
"BY->IT",0,1716.0154,3.7217,0.0342196885666238,9460000,59464000,"BY->IT"
"CA->IT",0,7663.3944,5.24,0.0342196885666238,3.5e+07,59464000,"CA->IT"
"CH->IT",0,577.9695,3.507,0.0342196885666238,7952000,59464000,"CH->IT"
"CL->IT",0,11898.6982,6.1204,0.0342196885666238,17402000,59464000,"CL->IT"
"CN->IT",0,8426.6649,5.6422,0.0342196885666238,1347350000,59464000,"CN->IT"
"CO->IT",0,9214.4031,5.986,0.0342196885666238,47015000,59464000,"CO->IT"
"DE->IT",0,954.8748,2.4069,0.0342196885666238,80500000,59464000,"DE->IT"
"DK->IT",0,1518.6035,3.9324,0.0342196885666238,5580000,59464000,"DK->IT"
"EC->IT",0,10236.0452,5.9076,0.0342196885666238,14483000,59464000,"EC->IT"
"ES->IT",0,1523.3968,2.701,0.0342196885666238,46185000,59464000,"ES->IT"
"FI->IT",0,2391.2569,4.5116,0.0342196885666238,5408000,59464000,"FI->IT"
"FJ->IT",0,16930.5436,6.674,0.0342196885666238,861000,59464000,"FJ->IT"
"FR->IT",0,767.9252,2.6431,0.0342196885666238,65350000,59464000,"FR->IT"
"GB->IT",0,1571.2909,2.5467,0.0342196885666238,62262000,59464000,"GB->IT"
"GF->IT",0,7571.1594,4.332,0.0342196885666238,224000,59464000,"GF->IT"
"GR->IT",0,1216.1576,3.1539,0.0342196885666238,10787000,59464000,"GR->IT"
"HK->IT",0,9262.3873,6.1925,0.0342196885666238,7103000,59464000,"HK->IT"
"ID->IT",0,11216.6599,8.1685,0.0342196885666238,237641000,59464000,"ID->IT"
"IN->IT",0,6653.3465,5.3588,0.0342196885666238,1210570000,59464000,"IN->IT"
"IS->IT",0,3234.9296,4.9775,0.0342196885666238,320000,59464000,"IS->IT"
"JP->IT",1,9595.2009,5.0928,0.0342196885666238,127300000,59464000,"JP->IT"
"KH->IT",0,9258.0325,7.1584,0.0342196885666238,13396000,59464000,"KH->IT"
"KR->IT",0,9147.6332,6.4586,0.0342196885666238,48580000,59464000,"KR->IT"
"LA->IT",0,8709.1484,6.8184,0.0342196885666238,6256000,59464000,"LA->IT"
"LK->IT",0,7661.6673,5.6329,0.0342196885666238,20653000,59464000,"LK->IT"
"LV->IT",0,1801.388,4.5379,0.0342196885666238,2070000,59464000,"LV->IT"
"MD->IT",0,1413.5057,3.0955,0.0342196885666238,3560000,59464000,"MD->IT"
"MM->IT",0,8024.1198,6.7434,0.0342196885666238,47963000,59464000,"MM->IT"
"MY->IT",0,10178.5823,6.2068,0.0342196885666238,30017000,59464000,"MY->IT"
"NL->IT",0,1135.0052,3.3586,0.0342196885666238,16838000,59464000,"NL->IT"
"NO->IT",0,2281.5236,4.3236,0.0342196885666238,5009000,59464000,"NO->IT"
"NP->IT",0,6660.0777,7.3602,0.0342196885666238,26621000,59464000,"NP->IT"
"NZ->IT",0,18473.9006,7.2413,0.0342196885666238,4434000,59464000,"NZ->IT"
"PE->IT",0,10505.7798,6.149,0.0342196885666238,30135000,59464000,"PE->IT"
"PH->IT",0,10873.6569,7.7347,0.0342196885666238,92340000,59464000,"PH->IT"
"PT->IT",1,2425.6153,3.7147,0.0342196885666238,10487000,59464000,"PT->IT"
"PY->IT",0,10368.7889,6.1282,0.0342196885666238,6382000,59464000,"PY->IT"
"RO->IT",0,1026.957,2.3191,0.0342196885666238,19043000,59464000,"RO->IT"
"RS->IT",0,710.0321,3.8883,0.0342196885666238,7120000,59464000,"RS->IT"
"SE->IT",0,1946.9266,4.2366,0.0342196885666238,9490000,59464000,"SE->IT"
"SG->IT",0,10065.0605,6.3455,0.0342196885666238,5184000,59464000,"SG->IT"
"TH->IT",0,8892.1464,5.1754,0.0342196885666238,65500000,59464000,"TH->IT"
"TW->IT",0,9624.178,7.2773,0.0342196885666238,23293593,59464000,"TW->IT"
"UA->IT",0,1669.6418,4.3641,0.0342196885666238,45426000,59464000,"UA->IT"
"US->IT",0,8458.8129,3.8895,0.0342196885666238,3.17e+08,59464000,"US->IT"
"UY->IT",0,11010.4822,5.8376,0.0342196885666238,3251000,59464000,"UY->IT"
"VE->IT",0,8304.1067,4.5836,0.0342196885666238,27150000,59464000,"VE->IT"
"VN->IT",0,9301.0302,7.139,0.0342196885666238,87840000,59464000,"VN->IT"
"AL->JP",0,9242.153,6.7555,0.0342196885666238,2832000,127300000,"AL->JP"
"AR->JP",2,18119.4271,5.6171,0.0342196885666238,40117000,127300000,"AR->JP"
"AT->JP",0,9085.9872,5.1374,0.0342196885666238,8451860,127300000,"AT->JP"
"AU->JP",5,7138.5183,3.2973,0.0342196885666238,22902000,127300000,"AU->JP"
"BD->JP",2,4456.0317,6.1882,0.0342196885666238,142319000,127300000,"BD->JP"
"BG->JP",0,8731.4922,7.0724,0.0342196885666238,7284000,127300000,"BG->JP"
"BO->JP",0,17046.7249,5.4339,0.0342196885666238,10624000,127300000,"BO->JP"
"BR->JP",1,17828.7635,4.9556,0.0342196885666238,192400000,127300000,"BR->JP"
"BY->JP",0,7885.9515,7.3563,0.0342196885666238,9460000,127300000,"BY->JP"
"CA->JP",2,9265.6042,3.8089,0.0342196885666238,3.5e+07,127300000,"CA->JP"
"CH->JP",0,9465.2164,5.8822,0.0342196885666238,7952000,127300000,"CH->JP"
"CL->JP",0,17526.2634,5.6429,0.0342196885666238,17402000,127300000,"CL->JP"
"CN->JP",17,2250.2689,2.1391,0.0342196885666238,1347350000,127300000,"CN->JP"
"CO->JP",0,14164.9705,4.5549,0.0342196885666238,47015000,127300000,"CO->JP"
"DE->JP",0,9017.627,4.6798,0.0342196885666238,80500000,127300000,"DE->JP"
"DK->JP",0,8564.406,5.6637,0.0342196885666238,5580000,127300000,"DK->JP"
"EC->JP",0,14797.3215,4.6302,0.0342196885666238,14483000,127300000,"EC->JP"
"ES->JP",1,10861.5961,6.491,0.0342196885666238,46185000,127300000,"ES->JP"
"FI->JP",0,7480.536,4.8251,0.0342196885666238,5408000,127300000,"FI->JP"
"FJ->JP",0,7400.3428,4.0691,0.0342196885666238,861000,127300000,"FJ->JP"
"FR->JP",0,9797.1807,4.3277,0.0342196885666238,65350000,127300000,"FR->JP"
"GB->JP",1,9352.1346,4.5208,0.0342196885666238,62262000,127300000,"GB->JP"
"GF->JP",0,15420.137,6.0166,0.0342196885666238,224000,127300000,"GF->JP"
"GR->JP",0,9139.0916,6.8463,0.0342196885666238,10787000,127300000,"GR->JP"
"HK->JP",5,2594.7516,3.0278,0.0342196885666238,7103000,127300000,"HK->JP"
"ID->JP",0,4915.1855,3.5046,0.0342196885666238,237641000,127300000,"ID->JP"
"IN->JP",3,5683.1959,5.8416,0.0342196885666238,1210570000,127300000,"IN->JP"
"IS->JP",0,8755.9951,4.916,0.0342196885666238,320000,127300000,"IS->JP"
"IT->JP",0,9595.2009,5.0928,0.0342196885666238,59464000,127300000,"IT->JP"
"KH->JP",0,4080.8111,4.9176,0.0342196885666238,13396000,127300000,"KH->JP"
"KR->JP",5,714.54,1.9423,0.0342196885666238,48580000,127300000,"KR->JP"
"LA->JP",0,3816.8353,4.5776,0.0342196885666238,6256000,127300000,"LA->JP"
"LK->JP",0,6493.4157,6.0467,0.0342196885666238,20653000,127300000,"LK->JP"
"LV->JP",0,7893.0796,7.3266,0.0342196885666238,2070000,127300000,"LV->JP"
"MD->JP",0,8285.6542,7.8712,0.0342196885666238,3560000,127300000,"MD->JP"
"MM->JP",0,4238.941,4.5027,0.0342196885666238,47963000,127300000,"MM->JP"
"MY->JP",1,4497.028,4.0057,0.0342196885666238,30017000,127300000,"MY->JP"
"NL->JP",1,9171.1462,4.8604,0.0342196885666238,16838000,127300000,"NL->JP"
"NO->JP",1,7989.4058,7.1917,0.0342196885666238,5009000,127300000,"NO->JP"
"NP->JP",0,4798.8351,5.7188,0.0342196885666238,26621000,127300000,"NP->JP"
"NZ->JP",3,9395.7973,4.2365,0.0342196885666238,4434000,127300000,"NZ->JP"
"PE->JP",0,15788.5409,4.7179,0.0342196885666238,30135000,127300000,"PE->JP"
"PH->JP",1,3121.7352,2.6419,0.0342196885666238,92340000,127300000,"PH->JP"
"PT->JP",0,11336.0754,6.9671,0.0342196885666238,10487000,127300000,"PT->JP"
"PY->JP",0,18288.6727,6.7998,0.0342196885666238,6382000,127300000,"PY->JP"
"RO->JP",0,8670.6156,7.4119,0.0342196885666238,19043000,127300000,"RO->JP"
"RS->JP",0,9013.0398,7.642,0.0342196885666238,7120000,127300000,"RS->JP"
"SE->JP",0,8014.3214,7.0731,0.0342196885666238,9490000,127300000,"SE->JP"
"SG->JP",4,5043.363,3.4011,0.0342196885666238,5184000,127300000,"SG->JP"
"TH->JP",2,4311.808,2.9346,0.0342196885666238,65500000,127300000,"TH->JP"
"TW->JP",0,1981.4904,2.3898,0.0342196885666238,23293593,127300000,"TW->JP"
"UA->JP",0,8024.4515,7.1971,0.0342196885666238,45426000,127300000,"UA->JP"
"US->JP",10,10244.2023,2.4584,0.0342196885666238,3.17e+08,127300000,"US->JP"
"UY->JP",0,18995.4388,7.0026,0.0342196885666238,3251000,127300000,"UY->JP"
"VE->JP",0,14414.5976,4.725,0.0342196885666238,27150000,127300000,"VE->JP"
"VN->JP",4,3615.5314,3.2619,0.0342196885666238,87840000,127300000,"VN->JP"
"AL->KH",0,8651.0562,8.8211,0.0342196885666238,2832000,13396000,"AL->KH"
"AR->KH",0,16972.8784,10.2858,0.0342196885666238,40117000,13396000,"AR->KH"
"AT->KH",0,9004.4739,7.0483,0.0342196885666238,8451860,13396000,"AT->KH"
"AU->KH",1,6133.8476,5.3192,0.0342196885666238,22902000,13396000,"AU->KH"
"BD->KH",0,1849.3685,5.2365,0.0342196885666238,142319000,13396000,"BD->KH"
"BG->KH",0,8103.5344,8.6307,0.0342196885666238,7284000,13396000,"BG->KH"
"BO->KH",0,18841.3145,10.1026,0.0342196885666238,10624000,13396000,"BO->KH"
"BR->KH",0,16881.3535,9.6243,0.0342196885666238,192400000,13396000,"BR->KH"
"BY->KH",0,7996.6747,9.0263,0.0342196885666238,9460000,13396000,"BY->KH"
"CA->KH",0,12875.121,8.4776,0.0342196885666238,3.5e+07,13396000,"CA->KH"
"CH->KH",0,9491.2788,7.0468,0.0342196885666238,7952000,13396000,"CH->KH"
"CL->KH",0,17732.2869,10.3117,0.0342196885666238,17402000,13396000,"CL->KH"
"CN->KH",1,2256.0108,3.935,0.0342196885666238,1347350000,13396000,"CN->KH"
"CO->KH",0,17756.9508,9.2236,0.0342196885666238,47015000,13396000,"CO->KH"
"DE->KH",0,9252.9,6.2382,0.0342196885666238,80500000,13396000,"DE->KH"
"DK->KH",0,9105.6608,6.6805,0.0342196885666238,5580000,13396000,"DK->KH"
"EC->KH",0,18766.4218,9.2989,0.0342196885666238,14483000,13396000,"EC->KH"
"ES->KH",0,10779.4093,8.27,0.0342196885666238,46185000,13396000,"ES->KH"
"FI->KH",0,8260.8793,6.7095,0.0342196885666238,5408000,13396000,"FI->KH"
"FJ->KH",0,8700.0594,7.1743,0.0342196885666238,861000,13396000,"FJ->KH"
"FR->KH",0,9862.9955,6.4826,0.0342196885666238,65350000,13396000,"FR->KH"
"GB->KH",0,9990.4604,6.2997,0.0342196885666238,62262000,13396000,"GB->KH"
"GF->KH",0,16805.6742,8.1715,0.0342196885666238,224000,13396000,"GF->KH"
"GR->KH",0,8218.7347,7.7843,0.0342196885666238,10787000,13396000,"GR->KH"
"HK->KH",1,1490.1333,4.4083,0.0342196885666238,7103000,13396000,"HK->KH"
"ID->KH",0,2041.1578,5.3316,0.0342196885666238,237641000,13396000,"ID->KH"
"IN->KH",0,2792.4243,5.3503,0.0342196885666238,1210570000,13396000,"IN->KH"
"IS->KH",0,10412.6685,8.7305,0.0342196885666238,320000,13396000,"IS->KH"
"IT->KH",0,9258.0325,7.1584,0.0342196885666238,59464000,13396000,"IT->KH"
"JP->KH",0,4080.8111,4.9176,0.0342196885666238,127300000,13396000,"JP->KH"
"KR->KH",0,3497.8478,4.7164,0.0342196885666238,48580000,13396000,"KR->KH"
"LA->KH",0,640.4142,2.9685,0.0342196885666238,6256000,13396000,"LA->KH"
"LK->KH",0,2742.0201,5.556,0.0342196885666238,20653000,13396000,"LK->KH"
"LV->KH",0,8266.1244,9.081,0.0342196885666238,2070000,13396000,"LV->KH"
"MD->KH",0,7894.3675,9.8136,0.0342196885666238,3560000,13396000,"MD->KH"
"MM->KH",0,1235.4536,3.551,0.0342196885666238,47963000,13396000,"MM->KH"
"MY->KH",1,994.2523,3.4181,0.0342196885666238,30017000,13396000,"MY->KH"
"NL->KH",0,9549.5688,6.6808,0.0342196885666238,16838000,13396000,"NL->KH"
"NO->KH",0,8951.2053,8.7978,0.0342196885666238,5009000,13396000,"NO->KH"
"NP->KH",0,2598.6571,4.7672,0.0342196885666238,26621000,13396000,"NP->KH"
"NZ->KH",0,9247.1373,6.6693,0.0342196885666238,4434000,13396000,"NZ->KH"
"PE->KH",0,19719.7172,9.3866,0.0342196885666238,30135000,13396000,"PE->KH"
"PH->KH",0,2028.8372,5.5142,0.0342196885666238,92340000,13396000,"PH->KH"
"PT->KH",0,11664.4361,8.7461,0.0342196885666238,10487000,13396000,"PT->KH"
"PY->KH",0,17646.4993,11.4685,0.0342196885666238,6382000,13396000,"PY->KH"
"RO->KH",0,8251.029,9.2415,0.0342196885666238,19043000,13396000,"RO->KH"
"RS->KH",0,8548.4311,9.2003,0.0342196885666238,7120000,13396000,"RS->KH"
"SE->KH",0,8686.4216,7.1669,0.0342196885666238,9490000,13396000,"SE->KH"
"SG->KH",0,1237.0706,3.5086,0.0342196885666238,5184000,13396000,"SG->KH"
"TH->KH",0,417.6,1.983,0.0342196885666238,65500000,13396000,"TH->KH"
"TW->KH",0,2122.9175,3.7393,0.0342196885666238,23293593,13396000,"TW->KH"
"UA->KH",0,7667.9411,7.6421,0.0342196885666238,45426000,13396000,"UA->KH"
"US->KH",0,14023.1155,7.1271,0.0342196885666238,3.17e+08,13396000,"US->KH"
"UY->KH",0,16805.1136,11.6713,0.0342196885666238,3251000,13396000,"UY->KH"
"VE->KH",0,17307.608,9.3937,0.0342196885666238,27150000,13396000,"VE->KH"
"VN->KH",1,465.6681,1.9867,0.0342196885666238,87840000,13396000,"VN->KH"
"AL->KR",0,8749.8242,8.1213,0.0342196885666238,2832000,48580000,"AL->KR"
"AR->KR",0,18802.5923,6.4852,0.0342196885666238,40117000,48580000,"AR->KR"
"AT->KR",0,8663.3981,7.0797,0.0342196885666238,8451860,48580000,"AT->KR"
"AU->KR",2,7260.1002,4.3827,0.0342196885666238,22902000,48580000,"AU->KR"
"BD->KR",0,3746.4901,6.5186,0.0342196885666238,142319000,48580000,"BD->KR"
"BG->KR",0,8221.9011,7.3354,0.0342196885666238,7284000,48580000,"BG->KR"
"BO->KR",0,17556.5859,6.3021,0.0342196885666238,10624000,48580000,"BO->KR"
"BR->KR",1,17792.8991,5.8237,0.0342196885666238,192400000,48580000,"BR->KR"
"BY->KR",0,7459.4462,6.8207,0.0342196885666238,9460000,48580000,"BY->KR"
"CA->KR",0,9627.5851,4.677,0.0342196885666238,3.5e+07,48580000,"CA->KR"
"CH->KR",0,9069.3565,6.7304,0.0342196885666238,7952000,48580000,"CH->KR"
"CL->KR",0,18240.4683,6.5111,0.0342196885666238,17402000,48580000,"CL->KR"
"CN->KR",11,1542.5836,2.0209,0.0342196885666238,1347350000,48580000,"CN->KR"
"CO->KR",0,14595.1162,5.423,0.0342196885666238,47015000,48580000,"CO->KR"
"DE->KR",0,8642.7951,4.9429,0.0342196885666238,80500000,48580000,"DE->KR"
"DK->KR",0,8227.271,7.1077,0.0342196885666238,5580000,48580000,"DK->KR"
"EC->KR",0,15329.8396,5.4983,0.0342196885666238,14483000,48580000,"EC->KR"
"ES->KR",0,10486.2444,7.0028,0.0342196885666238,46185000,48580000,"ES->KR"
"FI->KR",0,7151.8725,6.3371,0.0342196885666238,5408000,48580000,"FI->KR"
"FJ->KR",0,7911.9577,4.2669,0.0342196885666238,861000,48580000,"FJ->KR"
"FR->KR",0,9416.5184,5.231,0.0342196885666238,65350000,48580000,"FR->KR"
"GB->KR",0,9054.1319,5.5693,0.0342196885666238,62262000,48580000,"GB->KR"
"GF->KR",0,15513.574,6.9198,0.0342196885666238,224000,48580000,"GF->KR"
"GR->KR",0,8601.1006,7.1094,0.0342196885666238,10787000,48580000,"GR->KR"
"HK->KR",1,2011.5568,3.4656,0.0342196885666238,7103000,48580000,"HK->KR"
"ID->KR",0,4576.9134,4.2682,0.0342196885666238,237641000,48580000,"ID->KR"
"IN->KR",0,4969.4129,5.461,0.0342196885666238,1210570000,48580000,"IN->KR"
"IS->KR",0,8631.9803,5.7842,0.0342196885666238,320000,48580000,"IS->KR"
"IT->KR",0,9147.6332,6.4586,0.0342196885666238,59464000,48580000,"IT->KR"
"JP->KR",1,714.54,1.9423,0.0342196885666238,127300000,48580000,"JP->KR"
"KH->KR",0,3497.8478,4.7164,0.0342196885666238,13396000,48580000,"KH->KR"
"LA->KR",0,3173.6928,4.908,0.0342196885666238,6256000,48580000,"LA->KR"
"LK->KR",0,5810.3207,6.838,0.0342196885666238,20653000,48580000,"LK->KR"
"LV->KR",0,7508.2735,7.7857,0.0342196885666238,2070000,48580000,"LV->KR"
"MD->KR",0,7796.9555,7.3356,0.0342196885666238,3560000,48580000,"MD->KR"
"MM->KR",1,3551.0053,4.8331,0.0342196885666238,47963000,48580000,"MM->KR"
"MY->KR",0,4025.4982,4.3703,0.0342196885666238,30017000,48580000,"MY->KR"
"NL->KR",0,8823.99,5.5791,0.0342196885666238,16838000,48580000,"NL->KR"
"NO->KR",0,7709.0616,8.228,0.0342196885666238,5009000,48580000,"NO->KR"
"NP->KR",0,4085.226,6.0492,0.0342196885666238,26621000,48580000,"NP->KR"
"NZ->KR",1,9740.4291,4.4196,0.0342196885666238,4434000,48580000,"NZ->KR"
"PE->KR",0,16341.5968,5.586,0.0342196885666238,30135000,48580000,"PE->KR"
"PH->KR",0,2865.6913,3.0074,0.0342196885666238,92340000,48580000,"PH->KR"
"PT->KR",0,11041.9851,7.8436,0.0342196885666238,10487000,48580000,"PT->KR"
"PY->KR",0,18747.8655,7.668,0.0342196885666238,6382000,48580000,"PY->KR"
"RO->KR",0,8187.8969,7.9463,0.0342196885666238,19043000,48580000,"RO->KR"
"RS->KR",0,8532.6326,7.9051,0.0342196885666238,7120000,48580000,"RS->KR"
"SE->KR",0,7683.3187,7.8914,0.0342196885666238,9490000,48580000,"SE->KR"
"SG->KR",4,4545.0388,3.9377,0.0342196885666238,5184000,48580000,"SG->KR"
"TH->KR",3,3690.9943,3.2651,0.0342196885666238,65500000,48580000,"TH->KR"
"TW->KR",0,1496.0245,3.35,0.0342196885666238,23293593,48580000,"TW->KR"
"UA->KR",0,7533.6511,6.6616,0.0342196885666238,45426000,48580000,"UA->KR"
"US->KR",4,10671.3432,3.3266,0.0342196885666238,3.17e+08,48580000,"US->KR"
"UY->KR",0,19704.722,7.8708,0.0342196885666238,3251000,48580000,"UY->KR"
"VE->KR",0,14717.2384,5.5932,0.0342196885666238,27150000,48580000,"VE->KR"
"VN->KR",3,3038.5138,3.1143,0.0342196885666238,87840000,48580000,"VN->KR"
"AL->LA",0,8115.2155,8.4811,0.0342196885666238,2832000,6256000,"AL->LA"
"AR->LA",0,17476.336,10.1779,0.0342196885666238,40117000,6256000,"AR->LA"
"AT->LA",0,8430.8606,6.7082,0.0342196885666238,8451860,6256000,"AT->LA"
"AU->LA",1,6716.5197,4.9791,0.0342196885666238,22902000,6256000,"AU->LA"
"BD->LA",0,1324.8438,4.8965,0.0342196885666238,142319000,6256000,"BD->LA"
"BG->LA",0,7561.5967,8.2906,0.0342196885666238,7284000,6256000,"BG->LA"
"BO->LA",0,18787.2131,9.9947,0.0342196885666238,10624000,6256000,"BO->LA"
"BR->LA",0,16758.8558,9.5164,0.0342196885666238,192400000,6256000,"BR->LA"
"BY->LA",0,7396.5091,8.6862,0.0342196885666238,9460000,6256000,"BY->LA"
"CA->LA",0,12327.1511,8.0999,0.0342196885666238,3.5e+07,6256000,"CA->LA"
"CH->LA",0,8916.4375,6.7067,0.0342196885666238,7952000,6256000,"CH->LA"
"CL->LA",0,18273.9846,10.2037,0.0342196885666238,17402000,6256000,"CL->LA"
"CN->LA",0,1776.8067,3.4682,0.0342196885666238,1347350000,6256000,"CN->LA"
"CO->LA",0,17136.9941,9.1157,0.0342196885666238,47015000,6256000,"CO->LA"
"DE->LA",0,8660.4261,5.8981,0.0342196885666238,80500000,6256000,"DE->LA"
"DK->LA",0,8494.0187,6.3405,0.0342196885666238,5580000,6256000,"DK->LA"
"EC->LA",0,18204.107,9.191,0.0342196885666238,14483000,6256000,"EC->LA"
"ES->LA",0,10232.5448,7.9299,0.0342196885666238,46185000,6256000,"ES->LA"
"FI->LA",0,7632.2639,6.3694,0.0342196885666238,5408000,6256000,"FI->LA"
"FJ->LA",0,9101.5973,6.8343,0.0342196885666238,861000,6256000,"FJ->LA"
"FR->LA",0,9290.3389,6.7289,0.0342196885666238,65350000,6256000,"FR->LA"
"GB->LA",0,9382.4138,5.9597,0.0342196885666238,62262000,6256000,"GB->LA"
"GF->LA",0,16279.8192,8.4178,0.0342196885666238,224000,6256000,"GF->LA"
"GR->LA",0,7708.2451,7.4442,0.0342196885666238,10787000,6256000,"GR->LA"
"HK->LA",0,1276.7964,4.3449,0.0342196885666238,7103000,6256000,"HK->LA"
"ID->LA",0,2666.0431,5.6783,0.0342196885666238,237641000,6256000,"ID->LA"
"IN->LA",0,2434.7017,5.0103,0.0342196885666238,1210570000,6256000,"IN->LA"
"IS->LA",0,9773.4963,8.3905,0.0342196885666238,320000,6256000,"IS->LA"
"IT->LA",0,8709.1484,6.8184,0.0342196885666238,59464000,6256000,"IT->LA"
"JP->LA",0,3816.8353,4.5776,0.0342196885666238,127300000,6256000,"JP->LA"
"KH->LA",0,640.4142,2.9685,0.0342196885666238,13396000,6256000,"KH->LA"
"KR->LA",0,3173.6928,4.908,0.0342196885666238,48580000,6256000,"KR->LA"
"LK->LA",0,2735.3175,5.2159,0.0342196885666238,20653000,6256000,"LK->LA"
"LV->LA",0,7654.5502,8.7409,0.0342196885666238,2070000,6256000,"LV->LA"
"MD->LA",0,7328.1814,9.4736,0.0342196885666238,3560000,6256000,"MD->LA"
"MM->LA",0,733.4234,3.211,0.0342196885666238,47963000,6256000,"MM->LA"
"MY->LA",0,1630.3879,4.5348,0.0342196885666238,30017000,6256000,"MY->LA"
"NL->LA",0,8951.651,6.3408,0.0342196885666238,16838000,6256000,"NL->LA"
"NO->LA",0,8321.227,8.4578,0.0342196885666238,5009000,6256000,"NO->LA"
"NP->LA",0,2064.3535,4.4271,0.0342196885666238,26621000,6256000,"NP->LA"
"NZ->LA",0,9813.2171,6.3293,0.0342196885666238,4434000,6256000,"NZ->LA"
"PE->LA",0,19079.3178,9.2787,0.0342196885666238,30135000,6256000,"PE->LA"
"PH->LA",0,2340.8257,5.1742,0.0342196885666238,92340000,6256000,"PH->LA"
"PT->LA",0,11097.4886,8.406,0.0342196885666238,10487000,6256000,"PT->LA"
"PY->LA",0,17812.1668,11.3606,0.0342196885666238,6382000,6256000,"PY->LA"
"RO->LA",0,7693.0161,8.9015,0.0342196885666238,19043000,6256000,"RO->LA"
"RS->LA",0,7999.2336,8.8603,0.0342196885666238,7120000,6256000,"RS->LA"
"SE->LA",0,8065.0201,6.8269,0.0342196885666238,9490000,6256000,"SE->LA"
"SG->LA",0,1854.6661,4.1758,0.0342196885666238,5184000,6256000,"SG->LA"
"TH->LA",0,558.997,1.643,0.0342196885666238,65500000,6256000,"TH->LA"
"TW->LA",0,1973.312,3.6314,0.0342196885666238,23293593,6256000,"TW->LA"
"UA->LA",0,7095.3103,7.3021,0.0342196885666238,45426000,6256000,"UA->LA"
"US->LA",0,13500.4777,7.0192,0.0342196885666238,3.17e+08,6256000,"US->LA"
"UY->LA",0,17150.0832,11.5634,0.0342196885666238,3251000,6256000,"UY->LA"
"VE->LA",0,16669.917,9.2858,0.0342196885666238,27150000,6256000,"VE->LA"
"VN->LA",1,606.1357,2.5836,0.0342196885666238,87840000,6256000,"VN->LA"
"AL->LK",0,7015.3267,7.2956,0.0342196885666238,2832000,20653000,"AL->LK"
"AR->LK",1,15112.5695,9.1875,0.0342196885666238,40117000,20653000,"AR->LK"
"AT->LK",0,7611.8884,6.6323,0.0342196885666238,8451860,20653000,"AT->LK"
"AU->LK",0,7819.8612,5.3632,0.0342196885666238,22902000,20653000,"AU->LK"
"BD->LK",1,2204.2895,5.2108,0.0342196885666238,142319000,20653000,"BD->LK"
"BG->LK",0,6552.1653,6.8548,0.0342196885666238,7284000,20653000,"BG->LK"
"BO->LK",0,16138.1747,9.59,0.0342196885666238,10624000,20653000,"BO->LK"
"BR->LK",0,14139.6129,8.2144,0.0342196885666238,192400000,20653000,"BR->LK"
