"","Transitions","subsetDeff","subsetDgeo","Ori_Pop_Size","Dest_Pop_Size","Key"
"GB->NZ",0,5.8993,18686.0534,62262000,4434000,"GB->NZ"
"GF->NZ",1,8.307,13935.6629,224000,4434000,"GF->NZ"
"GR->NZ",0,8.2345,17296.4552,10787000,4434000,"GR->NZ"
"HK->NZ",1,4.1658,9355.9326,7103000,4434000,"HK->NZ"
"ID->NZ",0,4.7064,7267.576,237641000,4434000,"ID->NZ"
"IN->NZ",1,6.5083,11821.3618,1210570000,4434000,"IN->NZ"
"IS->NZ",0,5.8094,17291.6561,320000,4434000,"IS->NZ"
"IT->NZ",0,7.2413,18473.9006,59464000,4434000,"IT->NZ"
"JP->NZ",2,4.2365,9395.7973,127300000,4434000,"JP->NZ"
"KH->NZ",0,6.6693,9247.1373,13396000,4434000,"KH->NZ"
"KR->NZ",1,4.4196,9740.4291,48580000,4434000,"KR->NZ"
"LA->NZ",0,6.3293,9813.2171,6256000,4434000,"LA->NZ"
"LK->NZ",0,6.6842,10830.4799,20653000,4434000,"LK->NZ"
"LV->NZ",0,8.7051,17235.2721,2070000,4434000,"LV->NZ"
"MD->NZ",0,10.0901,17140.6224,3560000,4434000,"MD->NZ"
"MM->NZ",0,6.2543,10482.5909,47963000,4434000,"MM->NZ"
"MY->NZ",0,4.4168,8311.5918,30017000,4434000,"MY->NZ"
"NL->NZ",0,6.4722,18563.6912,16838000,4434000,"NL->NZ"
"NO->NZ",1,8.5701,17339.4078,5009000,4434000,"NO->NZ"
"NP->NZ",1,7.4705,11844.8639,26621000,4434000,"NP->NZ"
"PE->NZ",0,5.6113,11037.4343,30135000,4434000,"PE->NZ"
"PH->NZ",0,6.1664,7725.7926,92340000,4434000,"PH->NZ"
"PT->NZ",0,7.9356,19129.8865,10487000,4434000,"PT->NZ"
"PY->NZ",0,7.458,10952.5379,6382000,4434000,"PY->NZ"
"RO->NZ",0,9.5081,17496.0442,19043000,4434000,"RO->NZ"
"RS->NZ",0,8.9943,17777.6236,7120000,4434000,"RS->NZ"
"SE->NZ",0,7.9665,17410.1145,9490000,4434000,"SE->NZ"
"SG->NZ",0,3.5204,8411.2238,5184000,4434000,"SG->NZ"
"TH->NZ",1,4.6863,9603.6503,65500000,4434000,"TH->NZ"
"TW->NZ",0,5.7306,9063.8426,23293593,4434000,"TW->NZ"
"UA->NZ",0,8.405,16907.8396,45426000,4434000,"UA->NZ"
"US->NZ",5,3.3518,12747.0467,3.17e+08,4434000,"US->NZ"
"UY->NZ",0,6.7092,10190.4995,3251000,4434000,"UY->NZ"
"VE->NZ",0,5.6184,13263.0958,27150000,4434000,"VE->NZ"
"VN->NZ",0,5.8839,9230.7804,87840000,4434000,"VN->NZ"
"AL->PE",0,7.8117,11118.2424,2832000,30135000,"AL->PE"
"AR->PE",1,3.0444,3301.7553,40117000,30135000,"AR->PE"
"AT->PE",0,7.3215,10747.4787,8451860,30135000,"AT->PE"
"AU->PE",0,5.7701,14156.4612,22902000,30135000,"AU->PE"
"BD->PE",0,9.3027,17904.6766,142319000,30135000,"BD->PE"
"BG->PE",0,7.805,11662.344,7284000,30135000,"BG->PE"
"BO->PE",0,2.8008,1272.1196,10624000,30135000,"BO->PE"
"BR->PE",1,3.7058,3125.6966,192400000,30135000,"BR->PE"
"BY->PE",0,8.2006,11742.2852,9460000,30135000,"BY->PE"
"CA->PE",0,3.61,6888.9627,3.5e+07,30135000,"CA->PE"
"CH->PE",0,6.2096,10260.4383,7952000,30135000,"CH->PE"
"CL->PE",0,2.5805,2559.8416,17402000,30135000,"CL->PE"
"CN->PE",1,6.4312,17513.391,1347350000,30135000,"CN->PE"
"CO->PE",0,3.3188,1975.5178,47015000,30135000,"CO->PE"
"DE->PE",0,5.4125,10490.2926,80500000,30135000,"DE->PE"
"DK->PE",0,6.5629,10628.3457,5580000,30135000,"DK->PE"
"EC->PE",1,2.6449,1019.1623,14483000,30135000,"EC->PE"
"ES->PE",0,3.629,8986.8373,46185000,30135000,"ES->PE"
"FI->PE",0,7.3675,11464.836,5408000,30135000,"FI->PE"
"FJ->PE",0,5.0439,11503.8659,861000,30135000,"FJ->PE"
"FR->PE",0,5.5258,9890.0279,65350000,30135000,"FR->PE"
"GB->PE",0,4.807,9745.5799,62262000,30135000,"GB->PE"
"GF->PE",0,7.2147,2984.2433,224000,30135000,"GF->PE"
"GR->PE",0,7.1422,11561.7683,10787000,30135000,"GR->PE"
"HK->PE",0,6.254,18351.3804,7103000,30135000,"HK->PE"
"ID->PE",0,8.2225,18268.5172,237641000,30135000,"ID->PE"
"IN->PE",0,7.8386,17031.8898,1210570000,30135000,"IN->PE"
"IS->PE",0,4.7171,9307.8842,320000,30135000,"IS->PE"
"IT->PE",0,6.149,10505.7798,59464000,30135000,"IT->PE"
"JP->PE",1,4.7179,15788.5409,127300000,30135000,"JP->PE"
"KH->PE",0,9.3866,19719.7172,13396000,30135000,"KH->PE"
"KR->PE",0,5.586,16341.5968,48580000,30135000,"KR->PE"
"LA->PE",0,9.2787,19079.3178,6256000,30135000,"LA->PE"
"LK->PE",0,8.8739,17231.0776,20653000,30135000,"LK->PE"
"LV->PE",0,7.6128,11467.636,2070000,30135000,"LV->PE"
"MD->PE",0,8.9978,11860.1684,3560000,30135000,"MD->PE"
"MM->PE",0,9.2205,18514.3132,47963000,30135000,"MM->PE"
"MY->PE",0,8.7236,19322.0247,30017000,30135000,"MY->PE"
"NL->PE",0,5.38,10191.1742,16838000,30135000,"NL->PE"
"NO->PE",0,7.3375,10773.9446,5009000,30135000,"NO->PE"
"NP->PE",0,9.8401,17158.1764,26621000,30135000,"NP->PE"
"NZ->PE",0,5.6113,11037.4343,4434000,30135000,"NZ->PE"
"PH->PE",0,6.2168,18080.6125,92340000,30135000,"PH->PE"
"PT->PE",0,6.3424,8092.7646,10487000,30135000,"PT->PE"
"PY->PE",0,5.1169,2506.3473,6382000,30135000,"PY->PE"
"RO->PE",0,7.7281,11507.5847,19043000,30135000,"RO->PE"
"RS->PE",0,7.9021,11214.5491,7120000,30135000,"RS->PE"
"SE->PE",0,6.8742,11042.8145,9490000,30135000,"SE->PE"
"SG->PE",0,7.9695,19065.2037,5184000,30135000,"SG->PE"
"TH->PE",0,7.6525,19396.2661,65500000,30135000,"TH->PE"
"TW->PE",0,5.6473,17766.1042,23293593,30135000,"TW->PE"
"UA->PE",0,7.3127,12083.458,45426000,30135000,"UA->PE"
"US->PE",2,2.2595,5755.2281,3.17e+08,30135000,"US->PE"
"UY->PE",0,4.43,3407.8575,3251000,30135000,"UY->PE"
"VE->PE",0,3.2627,2414.2839,27150000,30135000,"VE->PE"
"VN->PE",0,7.9798,19363.4046,87840000,30135000,"VN->PE"
"AL->PH",0,9.3974,10318.8116,2832000,92340000,"AL->PH"
"AR->PH",0,7.116,16799.5715,40117000,92340000,"AR->PH"
"AT->PH",0,7.7793,10522.6567,8451860,92340000,"AT->PH"
"AU->PH",2,4.8163,4786.6815,22902000,92340000,"AU->PH"
"BD->PH",0,6.6416,3647.137,142319000,92340000,"BD->PH"
"BG->PH",0,9.5028,9758.0328,7284000,92340000,"BG->PH"
"BO->PH",0,6.9329,18817.206,10624000,92340000,"BO->PH"
"BR->PH",0,6.4545,18716.411,192400000,92340000,"BR->PH"
"BY->PH",0,9.8282,9393.8503,9460000,92340000,"BY->PH"
"CA->PH",0,5.3078,12381.7938,3.5e+07,92340000,"CA->PH"
"CH->PH",0,7.9075,10995.0283,7952000,92340000,"CH->PH"
"CL->PH",0,7.1419,17156.8661,17402000,92340000,"CL->PH"
"CN->PH",2,3.9928,2606.3482,1347350000,92340000,"CN->PH"
"CO->PH",0,6.0538,17158.6723,47015000,92340000,"CO->PH"
"DE->PH",0,7.1103,10668.462,80500000,92340000,"DE->PH"
"DK->PH",0,8.2287,10394.1106,5580000,92340000,"DK->PH"
"EC->PH",0,6.1291,17415.5299,14483000,92340000,"EC->PH"
"ES->PH",0,8.4751,12381.0402,46185000,92340000,"ES->PH"
"FI->PH",0,7.467,9404.4169,5408000,92340000,"FI->PH"
"FJ->PH",0,6.6714,6764.8762,861000,92340000,"FJ->PH"
"FR->PH",0,6.9697,11370.3702,65350000,92340000,"FR->PH"
"GB->PH",0,6.5048,11283.8931,62262000,92340000,"GB->PH"
"GF->PH",0,8.6586,18251.5108,224000,92340000,"GF->PH"
"GR->PH",0,8.84,9963.294,10787000,92340000,"GR->PH"
"HK->PH",2,2.4706,1633.6206,7103000,92340000,"HK->PH"
"ID->PH",0,4.8162,1816.2327,237641000,92340000,"ID->PH"
"IN->PH",0,5.9812,4764.111,1210570000,92340000,"IN->PH"
"IS->PH",0,6.415,11253.313,320000,92340000,"IS->PH"
"IT->PH",0,7.7347,10873.6569,59464000,92340000,"IT->PH"
"JP->PH",0,2.6419,3121.7352,127300000,92340000,"JP->PH"
"KH->PH",0,5.5142,2028.8372,13396000,92340000,"KH->PH"
"KR->PH",1,3.0074,2865.6913,48580000,92340000,"KR->PH"
"LA->PH",0,5.1742,2340.8257,6256000,92340000,"LA->PH"
"LK->PH",0,6.1571,4729.5553,20653000,92340000,"LK->PH"
"LV->PH",0,9.3107,9577.3167,2070000,92340000,"LV->PH"
"MD->PH",0,9.5359,9463.3399,3560000,92340000,"MD->PH"
"MM->PH",0,5.0993,3073.8657,47963000,92340000,"MM->PH"
"MY->PH",0,3.8841,1745.2019,30017000,92340000,"MY->PH"
"NL->PH",0,5.3072,10925.1397,16838000,92340000,"NL->PH"
"NO->PH",0,8.4025,10053.2231,5009000,92340000,"NO->PH"
"NP->PH",0,6.3154,4359.9558,26621000,92340000,"NP->PH"
"NZ->PH",0,6.1664,7725.7926,4434000,92340000,"NZ->PH"
"PE->PH",0,6.2168,18080.6125,30135000,92340000,"PE->PH"
"PT->PH",0,8.5411,13164.1518,10487000,92340000,"PT->PH"
"PY->PH",0,8.2988,18364.9453,6382000,92340000,"PY->PH"
"RO->PH",0,9.3039,9846.7013,19043000,92340000,"RO->PH"
"RS->PH",0,9.5999,10172.4341,7120000,92340000,"RS->PH"
"SE->PH",0,8.5721,9899.0238,9490000,92340000,"SE->PH"
"SG->PH",0,2.9933,2309.1788,5184000,92340000,"SG->PH"
"TH->PH",0,3.5312,2442.4097,65500000,92340000,"TH->PH"
"TW->PH",0,3.6103,1520.9992,23293593,92340000,"TW->PH"
"UA->PH",0,9.0106,9213.7367,45426000,92340000,"UA->PH"
"US->PH",1,3.9573,13312.6309,3.17e+08,92340000,"US->PH"
"UY->PH",0,8.5016,17287.4268,3251000,92340000,"UY->PH"
"VE->PH",0,6.2239,17535.8119,27150000,92340000,"VE->PH"
"VN->PH",0,4.7345,1747.4133,87840000,92340000,"VN->PH"
"AL->PT",0,5.3774,3059.2228,2832000,10487000,"AL->PT"
"AR->PT",0,5.0214,9864.0623,40117000,10487000,"AR->PT"
"AT->PT",0,5.0707,2667.9292,8451860,10487000,"AT->PT"
"AU->PT",0,8.0944,17781.5965,22902000,10487000,"AU->PT"
"BD->PT",0,6.9421,9815.3047,142319000,10487000,"BD->PT"
"BG->PT",0,5.2932,3583.3287,7284000,10487000,"BG->PT"
"BO->PT",0,5.3523,8029.464,10624000,10487000,"BO->PT"
"BR->PT",0,3.0152,6814.6978,192400000,10487000,"BR->PT"
"BY->PT",0,5.6888,3770.3798,9460000,10487000,"BY->PT"
"CA->PT",0,5.758,6310.3231,3.5e+07,10487000,"CA->PT"
"CH->PT",0,3.7186,2184.4853,7952000,10487000,"CH->PT"
"CL->PT",0,5.6871,9693.9298,17402000,10487000,"CL->PT"
"CN->PT",0,7.1262,10611.423,1347350000,10487000,"CN->PT"
"CO->PT",0,6.1103,6812.8501,47015000,10487000,"CO->PT"
"DE->PT",0,2.9007,2497.2643,80500000,10487000,"DE->PT"
"DK->PT",0,5.0222,2828.817,5580000,10487000,"DK->PT"
"EC->PT",0,5.92,7814.0234,14483000,10487000,"EC->PT"
"ES->PT",0,2.7134,962.6167,46185000,10487000,"ES->PT"
"FI->PT",0,5.6644,3892.424,5408000,10487000,"FI->PT"
"FJ->PT",0,7.3682,17448.754,861000,10487000,"FJ->PT"
"FR->PT",0,2.9231,1809.0095,65350000,10487000,"FR->PT"
"GB->PT",0,2.4463,1988.8752,62262000,10487000,"GB->PT"
"GF->PT",0,4.6119,5198.8204,224000,10487000,"GF->PT"
"GR->PT",0,5.0672,3571.8047,10787000,10487000,"GR->PT"
"HK->PT",0,6.6047,11531.3762,7103000,10487000,"HK->PT"
"ID->PT",0,8.1864,13640.5678,237641000,10487000,"ID->PT"
"IN->PT",0,5.8175,9077.1033,1210570000,10487000,"IN->PT"
"IS->PT",0,4.8771,2957.3204,320000,10487000,"IS->PT"
"IT->PT",1,3.7147,2425.6153,59464000,10487000,"IT->PT"
"JP->PT",0,6.9671,11336.0754,127300000,10487000,"JP->PT"
"KH->PT",0,8.7461,11664.4361,13396000,10487000,"KH->PT"
"KR->PT",0,7.8436,11041.9851,48580000,10487000,"KR->PT"
"LA->PT",0,8.406,11097.4886,6256000,10487000,"LA->PT"
"LK->PT",0,6.5133,10026.0878,20653000,10487000,"LK->PT"
"LV->PT",0,5.2522,3608.2552,2070000,10487000,"LV->PT"
"MD->PT",0,4.5473,3770.7956,3560000,10487000,"MD->PT"
"MM->PT",0,8.3311,10428.9829,47963000,10487000,"MM->PT"
"MY->PT",0,6.6977,12598.4718,30017000,10487000,"MY->PT"
"NL->PT",0,3.8767,2256.7224,16838000,10487000,"NL->PT"
"NO->PT",0,5.1172,3346.9379,5009000,10487000,"NO->PT"
"NP->PT",0,7.8189,9066.6278,26621000,10487000,"NP->PT"
"NZ->PT",0,7.9356,19129.8865,4434000,10487000,"NZ->PT"
"PE->PT",0,6.3424,8092.7646,30135000,10487000,"PE->PT"
"PH->PT",0,8.5411,13164.1518,92340000,10487000,"PH->PT"
"PY->PT",0,4.8594,8239.8287,6382000,10487000,"PY->PT"
"RO->PT",0,5.9041,3414.8835,19043000,10487000,"RO->PT"
"RS->PT",0,5.8628,3128.4989,7120000,10487000,"RS->PT"
"SE->PT",0,5.2365,3364.002,9490000,10487000,"SE->PT"
"SG->PT",0,6.3635,12490.0732,5184000,10487000,"SG->PT"
"TH->PT",0,6.7631,11307.295,65500000,10487000,"TH->PT"
"TW->PT",0,7.9716,11797.8327,23293593,10487000,"TW->PT"
"UA->PT",0,5.379,4002.2713,45426000,10487000,"UA->PT"
"US->PT",0,4.5838,6764.1901,3.17e+08,10487000,"US->PT"
"UY->PT",0,5.2986,9047.1546,3251000,10487000,"UY->PT"
"VE->PT",0,4.8412,5882.9733,27150000,10487000,"VE->PT"
"VN->PT",0,7.419,11678.5349,87840000,10487000,"VN->PT"
"AL->PY",0,7.7909,10854.7426,2832000,6382000,"AL->PY"
"AR->PY",0,2.1343,1638.8784,40117000,6382000,"AR->PY"
"AT->PY",1,7.7664,10790.3754,8451860,6382000,"AT->PY"
"AU->PY",0,7.852,13706.404,22902000,6382000,"AU->PY"
"BD->PY",0,10.7208,16871.0269,142319000,6382000,"BD->PY"
"BG->PY",0,7.9889,11409.408,7284000,6382000,"BG->PY"
"BO->PY",0,2.3161,1242.2065,10624000,6382000,"BO->PY"
"BR->PY",0,1.8442,1497.6375,192400000,6382000,"BR->PY"
"BY->PY",0,8.3845,11971.1818,9460000,6382000,"BY->PY"
"CA->PY",0,5.6919,9120.9968,3.5e+07,6382000,"CA->PY"
"CH->PY",0,7.2861,10343.0116,7952000,6382000,"CH->PY"
"CL->PY",0,3.3205,1561.3134,17402000,6382000,"CL->PY"
"CN->PY",0,8.5131,18777.094,1347350000,6382000,"CN->PY"
"CO->PY",0,6.0967,4161.6685,47015000,6382000,"CO->PY"
"DE->PY",0,5.5964,10721.1521,80500000,6382000,"DE->PY"
"DK->PY",0,8.5746,11062.7383,5580000,6382000,"DK->PY"
"EC->PY",0,6.5132,3491.5208,14483000,6382000,"EC->PY"
"ES->PY",0,5.2847,8921.707,46185000,6382000,"ES->PY"
"FI->PY",0,8.4517,12099.5466,5408000,6382000,"FI->PY"
"FJ->PY",0,7.1259,12388.6534,861000,6382000,"FJ->PY"
"FR->PY",1,5.4117,9975.9677,65350000,6382000,"FR->PY"
"GB->PY",0,6.225,10191.507,62262000,6382000,"GB->PY"
"GF->PY",0,5.4547,3388.3685,224000,6382000,"GF->PY"
"GR->PY",0,7.7629,11111.8193,10787000,6382000,"GR->PY"
"HK->PY",0,8.3359,19088.5943,7103000,6382000,"HK->PY"
"ID->PY",0,10.3044,16713.3283,237641000,6382000,"ID->PY"
"IN->PY",0,9.306,15609.5188,1210570000,6382000,"IN->PY"
"IS->PY",0,6.7991,10378.6228,320000,6382000,"IS->PY"
"IT->PY",0,6.1282,10368.7889,59464000,6382000,"IT->PY"
"JP->PY",0,6.7998,18288.6727,127300000,6382000,"JP->PY"
"KH->PY",0,11.4685,17646.4993,13396000,6382000,"KH->PY"
"KR->PY",0,7.668,18747.8655,48580000,6382000,"KR->PY"
"LA->PY",0,11.3606,17812.1668,6256000,6382000,"LA->PY"
"LK->PY",0,10.0586,15077.4276,20653000,6382000,"LK->PY"
"LV->PY",0,8.4392,11845.9367,2070000,6382000,"LV->PY"
"MD->PY",0,9.1818,11773.7939,3560000,6382000,"MD->PY"
"MM->PY",0,11.3025,17250.3558,47963000,6382000,"MM->PY"
"MY->PY",0,10.4764,17244.2907,30017000,6382000,"MY->PY"
"NL->PY",0,6.9581,10496.1131,16838000,6382000,"NL->PY"
"NO->PY",0,8.8815,11482.1187,5009000,6382000,"NO->PY"
"NP->PY",0,11.3074,16328.6278,26621000,6382000,"NP->PY"
"NZ->PY",0,7.458,10952.5379,4434000,6382000,"NZ->PY"
"PE->PY",0,5.1169,2506.3473,30135000,6382000,"PE->PY"
"PH->PY",0,8.2988,18364.9453,92340000,6382000,"PH->PY"
"PT->PY",0,4.8594,8239.8287,10487000,6382000,"PT->PY"
"RO->PY",0,8.4473,11379.9362,19043000,6382000,"RO->PY"
"RS->PY",0,8.5585,11039.1121,7120000,6382000,"RS->PY"
"SE->PY",0,8.5448,11584.3492,9490000,6382000,"SE->PY"
"SG->PY",0,10.0514,16706.0701,5184000,6382000,"SG->PY"
"TH->PY",0,9.7344,17374.0133,65500000,6382000,"TH->PY"
"TW->PY",0,7.7292,19768.7405,23293593,6382000,"TW->PY"
"UA->PY",0,8.8515,12034.5236,45426000,6382000,"UA->PY"
"US->PY",0,4.3414,8088.6045,3.17e+08,6382000,"US->PY"
"UY->PY",0,3.5198,1090.1907,3251000,6382000,"UY->PY"
"VE->PY",0,6.3447,4040.036,27150000,6382000,"VE->PY"
"VN->PY",0,9.9076,18111.1249,87840000,6382000,"VN->PY"
"AL->RO",0,3.9818,578.7259,2832000,19043000,"AL->RO"
"AR->RO",0,6.7711,12911.4413,40117000,19043000,"AR->RO"
"AT->RO",1,3.4234,811.7176,8451860,19043000,"AT->RO"
"AU->RO",0,9.667,14371.7611,22902000,19043000,"AU->RO"
"BD->RO",0,8.4209,6401.6607,142319000,19043000,"BD->RO"
"BG->RO",0,4.8991,326.7495,7284000,19043000,"BG->RO"
"BO->RO",0,8.792,11370.9947,10624000,19043000,"BO->RO"
"BR->RO",1,6.6031,9887.6925,192400000,19043000,"BR->RO"
"BY->RO",0,5.7915,978.5694,9460000,19043000,"BY->RO"
"CA->RO",1,7.0888,8038.0536,3.5e+07,19043000,"CA->RO"
"CH->RO",0,4.9853,1280.8834,7952000,19043000,"CH->RO"
"CL->RO",0,7.7459,12917.2402,17402000,19043000,"CL->RO"
"CN->RO",0,7.2289,7410.32,1347350000,19043000,"CN->RO"
"CO->RO",0,7.4961,10138.3153,47015000,19043000,"CO->RO"
"DE->RO",0,3.0034,1245.7543,80500000,19043000,"DE->RO"
"DK->RO",0,5.9815,1546.0306,5580000,19043000,"DK->RO"
"EC->RO",0,7.3057,11191.0808,14483000,19043000,"EC->RO"
"ES->RO",0,4.0991,2544.005,46185000,19043000,"ES->RO"
"FI->RO",0,5.8587,1936.8961,5408000,19043000,"FI->RO"
"FJ->RO",0,8.9408,16066.3544,861000,19043000,"FJ->RO"
"FR->RO",0,3.3441,1633.5923,65350000,19043000,"FR->RO"
"GB->RO",0,4.1334,2097.6211,62262000,19043000,"GB->RO"
"GF->RO",0,5.033,8589.5818,224000,19043000,"GF->RO"
"GR->RO",0,3.8701,818.6459,10787000,19043000,"GR->RO"
"HK->RO",0,8.1275,8236.3068,7103000,19043000,"HK->RO"
"ID->RO",0,9.3661,10230.3159,237641000,19043000,"ID->RO"
"IN->RO",0,6.713,5700.5323,1210570000,19043000,"IN->RO"
"IS->RO",0,6.4734,3530.4013,320000,19043000,"IS->RO"
"IT->RO",0,2.3191,1026.957,59464000,19043000,"IT->RO"
"JP->RO",0,7.4119,8670.6156,127300000,19043000,"JP->RO"
"KH->RO",0,9.2415,8251.029,13396000,19043000,"KH->RO"
"KR->RO",0,7.9463,8187.8969,48580000,19043000,"KR->RO"
"LA->RO",0,8.9015,7693.0161,6256000,19043000,"LA->RO"
"LK->RO",0,7.4656,6800.2048,20653000,19043000,"LK->RO"
"LV->RO",0,5.8462,1279.2353,2070000,19043000,"LV->RO"
"MD->RO",0,3.2653,394.5484,3560000,19043000,"MD->RO"
"MM->RO",0,8.8265,7015.7619,47963000,19043000,"MM->RO"
"MY->RO",0,8.2673,9184.6537,30017000,19043000,"MY->RO"
"NL->RO",0,3.9967,1569.2447,16838000,19043000,"NL->RO"
"NO->RO",0,6.2885,2143.96,5009000,19043000,"NO->RO"
"NP->RO",0,8.7144,5652.5373,26621000,19043000,"NP->RO"
"NZ->RO",0,9.5081,17496.0442,4434000,19043000,"NZ->RO"
"PE->RO",0,7.7281,11507.5847,30135000,19043000,"PE->RO"
"PH->RO",0,9.3039,9846.7013,92340000,19043000,"PH->RO"
"PT->RO",0,5.9041,3414.8835,10487000,19043000,"PT->RO"
"PY->RO",0,8.4473,11379.9362,6382000,19043000,"PY->RO"
"RS->RO",0,5.9655,344.9657,7120000,19043000,"RS->RO"
"SE->RO",0,5.9518,1688.7761,9490000,19043000,"SE->RO"
"SG->RO",0,7.5432,9098.0298,5184000,19043000,"SG->RO"
"TH->RO",0,7.2585,7892.4509,65500000,19043000,"TH->RO"
"TW->RO",0,9.3932,8606.7082,23293593,19043000,"TW->RO"
"UA->RO",0,5.9896,657.5644,45426000,19043000,"UA->RO"
"US->RO",1,6.1563,8965.4436,3.17e+08,19043000,"US->RO"
"UY->RO",0,8.1566,11985.7497,3251000,19043000,"UY->RO"
"VE->RO",0,6.9026,9261.5897,27150000,19043000,"VE->RO"
"VN->RO",0,7.84,8281.8478,87840000,19043000,"VN->RO"
"AL->RS",0,3.3904,265.1395,2832000,7120000,"AL->RS"
"AR->RS",0,8.1724,12567.0546,40117000,7120000,"AR->RS"
"AT->RS",0,3.4588,662.6329,8451860,7120000,"AT->RS"
"AU->RS",0,9.1532,14653.4363,22902000,7120000,"AU->RS"
"BD->RS",0,8.4352,6699.8577,142319000,7120000,"BD->RS"
"BG->RS",0,5.3547,460.5883,7284000,7120000,"BG->RS"
"BO->RS",0,8.6181,11047.368,10624000,7120000,"BO->RS"
"BR->RS",0,6.7143,9545.9128,192400000,7120000,"BR->RS"
"BY->RS",0,5.7503,1252.9245,9460000,7120000,"BY->RS"
"CA->RS",0,6.993,8018.5888,3.5e+07,7120000,"CA->RS"
"CH->RS",0,3.1008,1067.1132,7952000,7120000,"CH->RS"
"CL->RS",0,8.6688,12579.0766,17402000,7120000,"CL->RS"
"CN->RS",1,7.1877,7749.4803,1347350000,7120000,"CN->RS"
"CO->RS",0,7.739,9894.1991,47015000,7120000,"CO->RS"
"DE->RS",0,2.9622,1160.1605,80500000,7120000,"DE->RS"
"DK->RS",0,4.8632,1574.2937,5580000,7120000,"DK->RS"
"EC->RS",0,7.8144,10929.7906,14483000,7120000,"EC->RS"
"ES->RS",0,5.0221,2233.3566,46185000,7120000,"ES->RS"
"FI->RS",0,5.8175,2143.066,5408000,7120000,"FI->RS"
"FJ->RS",0,8.427,16405.9138,861000,7120000,"FJ->RS"
"FR->RS",0,4.0187,1387.7879,65350000,7120000,"FR->RS"
"GB->RS",0,3.9395,1979.4852,62262000,7120000,"GB->RS"
"GF->RS",0,5.7076,8280.9316,224000,7120000,"GF->RS"
"GR->RS",0,4.7116,727.4855,10787000,7120000,"GR->RS"
"HK->RS",0,8.0863,8566.8874,7103000,7120000,"HK->RS"
"ID->RS",0,9.3249,10512.0834,237641000,7120000,"ID->RS"
"IN->RS",0,6.6718,5958.9082,1210570000,7120000,"IN->RS"
"IS->RS",0,6.3703,3515.5275,320000,7120000,"IS->RS"
"IT->RS",0,3.8883,710.0321,59464000,7120000,"IT->RS"
"JP->RS",0,7.642,9013.0398,127300000,7120000,"JP->RS"
"KH->RS",0,9.2003,8548.4311,13396000,7120000,"KH->RS"
"KR->RS",0,7.9051,8532.6326,48580000,7120000,"KR->RS"
"LA->RS",0,8.8603,7999.2336,6256000,7120000,"LA->RS"
"LK->RS",0,7.4244,7009.234,20653000,7120000,"LK->RS"
"LV->RS",0,5.805,1488.9078,2070000,7120000,"LV->RS"
"MD->RS",0,6.5475,738.6437,3560000,7120000,"MD->RS"
"MM->RS",0,8.7853,7314.3116,47963000,7120000,"MM->RS"
"MY->RS",0,8.1908,9471.6615,30017000,7120000,"MY->RS"
"NL->RS",0,5.3842,1460.5628,16838000,7120000,"NL->RS"
"NO->RS",0,6.2473,2250.6015,5009000,7120000,"NO->RS"
"NP->RS",0,8.6732,5950.2733,26621000,7120000,"NP->RS"
"NZ->RS",0,8.9943,17777.6236,4434000,7120000,"NZ->RS"
"PE->RS",0,7.9021,11214.5491,30135000,7120000,"PE->RS"
"PH->RS",0,9.5999,10172.4341,92340000,7120000,"PH->RS"
"PT->RS",0,5.8628,3128.4989,10487000,7120000,"PT->RS"
"PY->RS",0,8.5585,11039.1121,6382000,7120000,"PY->RS"
"RO->RS",0,5.9655,344.9657,19043000,7120000,"RO->RS"
"SE->RS",0,4.9324,1822.4268,9490000,7120000,"SE->RS"
"SG->RS",0,7.502,9366.7887,5184000,7120000,"SG->RS"
"TH->RS",0,7.2173,8183.7204,65500000,7120000,"TH->RS"
"TW->RS",0,9.0304,8945.1363,23293593,7120000,"TW->RS"
"UA->RS",0,6.2173,1002.0944,45426000,7120000,"UA->RS"
"US->RS",0,5.6426,8899.9554,3.17e+08,7120000,"US->RS"
"UY->RS",0,8.9977,11640.7966,3251000,7120000,"UY->RS"
"VE->RS",0,7.3286,8998.0272,27150000,7120000,"VE->RS"
"VN->RS",0,8.5146,8591.5389,87840000,7120000,"VN->RS"
"AL->SE",0,5.8993,2065.6746,2832000,9490000,"AL->SE"
"AR->SE",0,7.0163,13217.5209,40117000,9490000,"AR->SE"
"AT->SE",0,4.8548,1385.726,8451860,9490000,"AT->SE"
"AU->SE",0,8.1254,14681.257,22902000,9490000,"AU->SE"
"BD->SE",0,7.2859,6907.3527,142319000,9490000,"BD->SE"
"BG->SE",0,5.341,2007.1192,7284000,9490000,"BG->SE"
"BO->SE",0,7.5903,11243.2846,10624000,9490000,"BO->SE"
"BR->SE",0,6.7006,10177.2286,192400000,9490000,"BR->SE"
"BY->SE",0,5.7366,961.0055,9460000,9490000,"BY->SE"
"CA->SE",0,5.9652,6478.5001,3.5e+07,9490000,"CA->SE"
"CH->SE",0,4.608,1563.4151,7952000,9490000,"CH->SE"
"CL->SE",0,7.5127,12985.2209,17402000,9490000,"CL->SE"
"CN->SE",0,6.2733,7303.1475,1347350000,9490000,"CN->SE"
"CO->SE",0,6.7112,9366.4174,47015000,9490000,"CO->SE"
"DE->SE",0,2.9484,1074.1998,80500000,9490000,"DE->SE"
