"","Transitions","subsetDeff","subsetDgeo","Ori_Pop_Size","Dest_Pop_Size","Key"
"NL->CO",0,5.217,8671.6971,16838000,47015000,"NL->CO"
"NO->CO",0,7.1054,9040.3052,5009000,47015000,"NO->CO"
"NP->CO",0,9.677,15557.8229,26621000,47015000,"NP->CO"
"NZ->CO",0,5.4483,12350.4756,4434000,47015000,"NZ->CO"
"PE->CO",0,3.3188,1975.5178,30135000,47015000,"PE->CO"
"PH->CO",0,6.0538,17158.6723,92340000,47015000,"PH->CO"
"PT->CO",0,6.1103,6812.8501,10487000,47015000,"PT->CO"
"PY->CO",0,6.0967,4161.6685,6382000,47015000,"PY->CO"
"RO->CO",0,7.4961,10138.3153,19043000,47015000,"RO->CO"
"RS->CO",0,7.739,9894.1991,7120000,47015000,"RS->CO"
"SE->CO",0,6.7112,9366.4174,9490000,47015000,"SE->CO"
"SG->CO",0,7.8065,18991.5341,5184000,47015000,"SG->CO"
"TH->CO",0,7.4895,17621.6862,65500000,47015000,"TH->CO"
"TW->CO",0,5.4843,16090.7058,23293593,47015000,"TW->CO"
"UA->CO",0,7.1497,10630.7933,45426000,47015000,"UA->CO"
"US->CO",2,2.0965,3927.1906,3.17e+08,47015000,"US->CO"
"UY->CO",0,5.8129,5196.2944,3251000,47015000,"UY->CO"
"VE->CO",0,2.3943,1032.6952,27150000,47015000,"VE->CO"
"VN->CO",0,7.8167,17422.8314,87840000,47015000,"VN->CO"
"AL->DE",0,4.0696,1315.9223,2832000,80500000,"AL->DE"
"AR->DE",0,5.2103,12331.59,40117000,80500000,"AR->DE"
"AT->DE",0,2.17,507.188,8451860,80500000,"AT->DE"
"AU->DE",1,6.6636,15374.9131,22902000,80500000,"AU->DE"
"BD->DE",0,6.5916,7417.498,142319000,80500000,"BD->DE"
"BG->DE",0,2.3925,1546.8851,7284000,80500000,"BG->DE"
"BO->DE",0,6.0893,10518.4584,10624000,80500000,"BO->DE"
"BR->DE",0,3.7522,9271.3612,192400000,80500000,"BR->DE"
"BY->DE",0,2.7881,1276.4362,9460000,80500000,"BY->DE"
"CA->DE",0,4.0854,6860.8794,3.5e+07,80500000,"CA->DE"
"CH->DE",0,2.5846,489.8557,7952000,80500000,"CH->DE"
"CL->DE",0,5.7066,12190.3378,17402000,80500000,"CL->DE"
"CN->DE",0,4.2255,8117.1701,1347350000,80500000,"CN->DE"
"CO->DE",0,5.2495,8991.6321,47015000,80500000,"CO->DE"
"DK->DE",0,2.9782,576.6118,5580000,80500000,"DK->DE"
"EC->DE",0,5.2665,10077.3944,14483000,80500000,"EC->DE"
"ES->DE",0,2.0599,1845.8371,46185000,80500000,"ES->DE"
"FI->DE",0,2.8553,1581.4582,5408000,80500000,"FI->DE"
"FJ->DE",0,5.9374,16162.4543,861000,80500000,"FJ->DE"
"FR->DE",0,2.8778,779.9046,65350000,80500000,"FR->DE"
"GB->DE",1,2.7611,854.1712,62262000,80500000,"GB->DE"
"GF->DE",0,4.5667,7672.2313,224000,80500000,"GF->DE"
"GR->DE",0,2.1665,1882.2254,10787000,80500000,"GR->DE"
"HK->DE",0,5.1242,9035.1444,7103000,80500000,"HK->DE"
"ID->DE",0,6.3628,11275.5235,237641000,80500000,"ID->DE"
"IN->DE",0,3.7096,6839.0941,1210570000,80500000,"IN->DE"
"IS->DE",0,3.47,2365.6893,320000,80500000,"IS->DE"
"IT->DE",0,2.4069,954.8748,59464000,80500000,"IT->DE"
"JP->DE",0,4.6798,9017.627,127300000,80500000,"JP->DE"
"KH->DE",0,6.2382,9252.9,13396000,80500000,"KH->DE"
"KR->DE",0,4.9429,8642.7951,48580000,80500000,"KR->DE"
"LA->DE",0,5.8981,8660.4261,6256000,80500000,"LA->DE"
"LK->DE",0,4.4623,8009.6198,20653000,80500000,"LK->DE"
"LV->DE",0,2.8428,1135.4131,2070000,80500000,"LV->DE"
"MD->DE",0,3.5854,1470.6442,3560000,80500000,"MD->DE"
"MM->DE",0,5.8232,8024.0833,47963000,80500000,"MM->DE"
"MY->DE",0,5.7576,10219.2712,30017000,80500000,"MY->DE"
"NL->DE",0,3.3552,327.9395,16838000,80500000,"NL->DE"
"NO->DE",0,3.2851,1343.421,5009000,80500000,"NO->DE"
"NP->DE",0,5.711,6678.2942,26621000,80500000,"NP->DE"
"NZ->DE",0,6.5048,18366.9912,4434000,80500000,"NZ->DE"
"PE->DE",0,5.4125,10490.2926,30135000,80500000,"PE->DE"
"PH->DE",0,7.1103,10668.462,92340000,80500000,"PH->DE"
"PT->DE",0,2.9007,2497.2643,10487000,80500000,"PT->DE"
"PY->DE",0,5.5964,10721.1521,6382000,80500000,"PY->DE"
"RO->DE",0,3.0034,1245.7543,19043000,80500000,"RO->DE"
"RS->DE",0,2.9622,1160.1605,7120000,80500000,"RS->DE"
"SE->DE",0,2.9484,1074.1998,9490000,80500000,"SE->DE"
"SG->DE",0,4.5398,10190.7536,5184000,80500000,"SG->DE"
"TH->DE",0,4.2552,8921.5698,65500000,80500000,"TH->DE"
"TW->DE",0,6.3898,9307.2482,23293593,80500000,"TW->DE"
"UA->DE",0,3.2551,1639.9843,45426000,80500000,"UA->DE"
"US->DE",0,3.153,7743.2905,3.17e+08,80500000,"US->DE"
"UY->DE",0,6.0356,11476.8943,3251000,80500000,"UY->DE"
"VE->DE",0,4.3665,8164.7621,27150000,80500000,"VE->DE"
"VN->DE",0,5.7079,9225.7901,87840000,80500000,"VN->DE"
"AL->DK",0,5.5951,1780.2914,2832000,5580000,"AL->DK"
"AR->DK",1,6.934,12691.3677,40117000,5580000,"AR->DK"
"AT->DK",0,4.3441,1002.5377,8451860,5580000,"AT->DK"
"AU->DK",0,7.814,15162.169,22902000,5580000,"AU->DK"
"BD->DK",0,7.5184,7298.7897,142319000,5580000,"BD->DK"
"BG->DK",0,5.3707,1871.7623,7284000,5580000,"BG->DK"
"BO->DK",0,7.2789,10764.9862,10624000,5580000,"BO->DK"
"BR->DK",1,6.7303,9643.3478,192400000,5580000,"BR->DK"
"BY->DK",0,5.7663,1154.5262,9460000,5580000,"BY->DK"
"CA->DK",0,5.6539,6493.2878,3.5e+07,5580000,"CA->DK"
"CH->DK",0,3.9523,1058.7768,7952000,5580000,"CH->DK"
"CL->DK",0,7.4303,12486.2858,17402000,5580000,"CL->DK"
"CN->DK",1,5.0868,7808.6641,1347350000,5580000,"CN->DK"
"CO->DK",0,6.3999,9020.452,47015000,5580000,"CO->DK"
"DE->DK",1,2.9782,576.6118,80500000,5580000,"DE->DK"
"EC->DK",0,6.4752,10134.0561,14483000,5580000,"EC->DK"
"ES->DK",0,3.7836,2313.9543,46185000,5580000,"ES->DK"
"FI->DK",0,3.0324,1084.1228,5408000,5580000,"FI->DK"
"FJ->DK",0,7.0878,15608.6233,861000,5580000,"FJ->DK"
"FR->DK",0,3.6217,1290.8385,65350000,5580000,"FR->DK"
"GB->DK",0,3.0226,894.2933,62262000,5580000,"GB->DK"
"GF->DK",0,5.3106,7906.2246,224000,5580000,"GF->DK"
"GR->DK",0,4.8671,2296.5045,10787000,5580000,"GR->DK"
"HK->DK",0,6.9593,8763.5035,7103000,5580000,"HK->DK"
"ID->DK",0,7.9737,11144.5985,237641000,5580000,"ID->DK"
"IN->DK",0,6.3938,6835.5852,1210570000,5580000,"IN->DK"
"IS->DK",0,2.5129,1989.1328,320000,5580000,"IS->DK"
"IT->DK",0,3.9324,1518.6035,59464000,5580000,"IT->DK"
"JP->DK",0,5.6637,8564.406,127300000,5580000,"JP->DK"
"KH->DK",0,6.6805,9105.6608,13396000,5580000,"KH->DK"
"KR->DK",0,7.1077,8227.271,48580000,5580000,"KR->DK"
"LA->DK",0,6.3405,8494.0187,6256000,5580000,"LA->DK"
"LK->DK",0,7.0896,8092.3948,20653000,5580000,"LK->DK"
"LV->DK",0,3.4387,839.6051,2070000,5580000,"LV->DK"
"MD->DK",0,6.5635,1641.2273,3560000,5580000,"MD->DK"
"MM->DK",0,6.2655,7893.3755,47963000,5580000,"MM->DK"
"MY->DK",0,7.274,10088.8454,30017000,5580000,"MY->DK"
"NL->DK",0,3.7066,610.6753,16838000,5580000,"NL->DK"
"NO->DK",0,2.1173,767.082,5009000,5580000,"NO->DK"
"NP->DK",0,7.4817,6575.6676,26621000,5580000,"NP->DK"
"NZ->DK",0,7.6552,17960.0268,4434000,5580000,"NZ->DK"
"PE->DK",0,6.5629,10628.3457,30135000,5580000,"PE->DK"
"PH->DK",0,8.2287,10394.1106,92340000,5580000,"PH->DK"
"PT->DK",0,5.0222,2828.817,10487000,5580000,"PT->DK"
"PY->DK",0,8.5746,11062.7383,6382000,5580000,"PY->DK"
"RO->DK",0,5.9815,1546.0306,19043000,5580000,"RO->DK"
"RS->DK",0,4.8632,1574.2937,7120000,5580000,"RS->DK"
"SE->DK",0,2.5854,550.9409,9490000,5580000,"SE->DK"
"SG->DK",0,6.1508,10111.4149,5184000,5580000,"SG->DK"
"TH->DK",0,4.6975,8798.2439,65500000,5580000,"TH->DK"
"TW->DK",0,7.6912,8984.426,23293593,5580000,"TW->DK"
"UA->DK",0,6.2333,1730.3883,45426000,5580000,"UA->DK"
"US->DK",4,4.3034,7442.7656,3.17e+08,5580000,"US->DK"
"UY->DK",0,8.2825,11872.2692,3251000,5580000,"UY->DK"
"VE->DK",0,6.57,8254.0942,27150000,5580000,"VE->DK"
"VN->DK",0,7.497,9038.1017,87840000,5580000,"VN->DK"
"AL->EC",0,7.5703,10873.149,2832000,14483000,"AL->EC"
"AR->EC",0,5.3305,4302.1513,40117000,14483000,"AR->EC"
"AT->EC",0,7.1509,10396.4603,8451860,14483000,"AT->EC"
"AU->EC",1,5.6824,14438.8163,22902000,14483000,"AU->EC"
"BD->EC",0,9.215,17374.1317,142319000,14483000,"BD->EC"
"BG->EC",0,7.4073,11388.9359,7284000,14483000,"BG->EC"
"BO->EC",0,5.1473,2249.4041,10624000,14483000,"BO->EC"
"BR->EC",0,4.669,3892.3795,192400000,14483000,"BR->EC"
"BY->EC",0,8.0546,11279.8646,9460000,14483000,"BY->EC"
"CA->EC",0,3.5223,5893.2407,3.5e+07,14483000,"CA->EC"
"CH->EC",0,6.1219,9914.0504,7952000,14483000,"CH->EC"
"CL->EC",0,4.1228,3536.5279,17402000,14483000,"CL->EC"
"CN->EC",0,6.3435,16510.5873,1347350000,14483000,"CN->EC"
"CO->EC",1,2.2686,1142.9594,47015000,14483000,"CO->EC"
"DE->EC",0,5.2665,10077.3944,80500000,14483000,"DE->EC"
"DK->EC",0,6.4752,10134.0561,5580000,14483000,"DK->EC"
"ES->EC",0,3.2066,8753.5055,46185000,14483000,"ES->EC"
"FI->EC",0,7.2564,10869.2541,5408000,14483000,"FI->EC"
"FJ->EC",0,4.9563,11372.4557,861000,14483000,"FJ->EC"
"FR->EC",0,5.4381,9557.6126,65350000,14483000,"FR->EC"
"GB->EC",0,4.7193,9280.2259,62262000,14483000,"GB->EC"
"GF->EC",0,7.127,3059.3491,224000,14483000,"GF->EC"
"GR->EC",0,7.0545,11373.63,10787000,14483000,"GR->EC"
"HK->EC",0,6.1663,17335.3735,7103000,14483000,"HK->EC"
"ID->EC",0,8.1348,18482.4217,237641000,14483000,"ID->EC"
"IN->EC",0,7.7509,16888.6756,1210570000,14483000,"IN->EC"
"IS->EC",0,4.6294,8630.9412,320000,14483000,"IS->EC"
"IT->EC",0,5.9076,10236.0452,59464000,14483000,"IT->EC"
"JP->EC",0,4.6302,14797.3215,127300000,14483000,"JP->EC"
"KH->EC",0,9.2989,18766.4218,13396000,14483000,"KH->EC"
"KR->EC",0,5.4983,15329.8396,48580000,14483000,"KR->EC"
"LA->EC",0,9.191,18204.107,6256000,14483000,"LA->EC"
"LK->EC",0,8.7862,17614.1934,20653000,14483000,"LK->EC"
"LV->EC",0,7.5251,10961.8474,2070000,14483000,"LV->EC"
"MD->EC",0,8.8519,11511.9748,3560000,14483000,"MD->EC"
"MM->EC",0,9.1328,17899.6052,47963000,14483000,"MM->EC"
"MY->EC",0,8.6359,19159.7751,30017000,14483000,"MY->EC"
"NL->EC",0,5.2923,9761.9275,16838000,14483000,"NL->EC"
"NO->EC",0,6.9151,10176.795,5009000,14483000,"NO->EC"
"NP->EC",0,9.7524,16693.1615,26621000,14483000,"NP->EC"
"NZ->EC",0,5.5236,11331.0997,4434000,14483000,"NZ->EC"
"PE->EC",0,2.6449,1019.1623,30135000,14483000,"PE->EC"
"PH->EC",0,6.1291,17415.5299,92340000,14483000,"PH->EC"
"PT->EC",0,5.92,7814.0234,10487000,14483000,"PT->EC"
"PY->EC",0,6.5132,3491.5208,6382000,14483000,"PY->EC"
"RO->EC",0,7.3057,11191.0808,19043000,14483000,"RO->EC"
"RS->EC",0,7.8144,10929.7906,7120000,14483000,"RS->EC"
"SE->EC",0,6.7865,10494.6587,9490000,14483000,"SE->EC"
"SG->EC",0,7.8818,19674.9155,5184000,14483000,"SG->EC"
"TH->EC",0,7.5648,18729.8728,65500000,14483000,"TH->EC"
"TW->EC",0,5.5596,16778.7243,23293593,14483000,"TW->EC"
"UA->EC",0,7.225,11710.8362,45426000,14483000,"UA->EC"
"US->EC",0,2.1718,4743.8907,3.17e+08,14483000,"US->EC"
"UY->EC",0,6.716,4424.0394,3251000,14483000,"UY->EC"
"VE->EC",0,3.7228,1932.0019,27150000,14483000,"VE->EC"
"VN->EC",0,7.8921,18345.3099,87840000,14483000,"VN->EC"
"AL->ES",0,4.3637,2133.3555,2832000,46185000,"AL->ES"
"AR->ES",1,3.1504,10512.1018,40117000,46185000,"AR->ES"
"AT->ES",0,3.9443,1870.9686,8451860,46185000,"AT->ES"
"AU->ES",0,8.0283,16849.126,22902000,46185000,"AU->ES"
"BD->ES",0,6.466,8931.8311,142319000,46185000,"BD->ES"
"BG->ES",0,4.2007,2675.9463,7284000,46185000,"BG->ES"
"BO->ES",0,4.6928,8832.2598,10624000,46185000,"BO->ES"
"BR->ES",1,3.7002,7452.6044,192400000,46185000,"BR->ES"
"BY->ES",0,4.848,3052.9891,9460000,46185000,"BY->ES"
"CA->ES",0,5.2819,7010.4214,3.5e+07,46185000,"CA->ES"
"CH->ES",0,3.1541,1424.8122,7952000,46185000,"CH->ES"
"CL->ES",0,3.6467,10426.6628,17402000,46185000,"CL->ES"
"CN->ES",0,6.2854,9891.7657,1347350000,46185000,"CN->ES"
"CO->ES",0,3.3969,7767.9493,47015000,46185000,"CO->ES"
"DE->ES",0,2.0599,1845.8371,80500000,46185000,"DE->ES"
"DK->ES",0,3.7836,2313.9543,5580000,46185000,"DK->ES"
"EC->ES",0,3.2066,8753.5055,14483000,46185000,"EC->ES"
"FI->ES",0,4.0498,3394.1754,5408000,46185000,"FI->ES"
"FJ->ES",0,7.3022,17751.0652,861000,46185000,"FJ->ES"
"FR->ES",0,2.87,1069.7368,65350000,46185000,"FR->ES"
"GB->ES",0,1.9702,1667.0978,62262000,46185000,"GB->ES"
"GF->ES",0,4.5588,6047.8557,224000,46185000,"GF->ES"
"GR->ES",0,4.2264,2621.377,10787000,46185000,"GR->ES"
"HK->ES",0,6.1286,10760.3824,7103000,46185000,"HK->ES"
"ID->ES",0,7.7103,12723.5966,237641000,46185000,"ID->ES"
"IN->ES",0,5.3414,8143.9694,1210570000,46185000,"IN->ES"
"IS->ES",0,4.401,3113.659,320000,46185000,"IS->ES"
"IT->ES",0,2.701,1523.3968,59464000,46185000,"IT->ES"
"JP->ES",1,6.491,10861.5961,127300000,46185000,"JP->ES"
"KH->ES",0,8.27,10779.4093,13396000,46185000,"KH->ES"
"KR->ES",1,7.0028,10486.2444,48580000,46185000,"KR->ES"
"LA->ES",0,7.9299,10232.5448,6256000,46185000,"LA->ES"
"LK->ES",0,6.0372,9065.3141,20653000,46185000,"LK->ES"
"LV->ES",0,4.7761,2978.3283,2070000,46185000,"LV->ES"
"MD->ES",0,5.6453,2920.6183,3560000,46185000,"MD->ES"
"MM->ES",0,7.855,9546.2578,47963000,46185000,"MM->ES"
"MY->ES",0,6.2216,11692.3953,30017000,46185000,"MY->ES"
"NL->ES",0,3.2926,1703.3063,16838000,46185000,"NL->ES"
"NO->ES",0,3.7085,2980.6585,5009000,46185000,"NO->ES"
"NP->ES",0,7.3428,8182.2942,26621000,46185000,"NP->ES"
"NZ->ES",0,7.8695,19634.7026,4434000,46185000,"NZ->ES"
"PE->ES",0,3.629,8986.8373,30135000,46185000,"PE->ES"
"PH->ES",0,8.4751,12381.0402,92340000,46185000,"PH->ES"
"PT->ES",0,2.7134,962.6167,10487000,46185000,"PT->ES"
"PY->ES",0,5.2847,8921.707,6382000,46185000,"PY->ES"
"RO->ES",0,4.0991,2544.005,19043000,46185000,"RO->ES"
"RS->ES",0,5.0221,2233.3566,7120000,46185000,"RS->ES"
"SE->ES",0,3.866,2863.8652,9490000,46185000,"SE->ES"
"SG->ES",0,5.8874,11557.7048,5184000,46185000,"SG->ES"
"TH->ES",0,6.287,10410.3347,65500000,46185000,"TH->ES"
"TW->ES",0,7.9055,11088.9626,23293593,46185000,"TW->ES"
"UA->ES",0,5.2488,3167.651,45426000,46185000,"UA->ES"
"US->ES",1,4.5177,7580.829,3.17e+08,46185000,"US->ES"
"UY->ES",0,4.4989,9639.9324,3251000,46185000,"UY->ES"
"VE->ES",0,3.4056,6825.7638,27150000,46185000,"VE->ES"
"VN->ES",0,7.3659,10824.0776,87840000,46185000,"VN->ES"
"AL->FI",0,6.1743,2402.6632,2832000,5408000,"AL->FI"
"AR->FI",0,7.2002,13735.448,40117000,5408000,"AR->FI"
"AT->FI",0,4.7882,1821.5385,8451860,5408000,"AT->FI"
"AU->FI",0,8.0626,14190.9481,22902000,5408000,"AU->FI"
"BD->FI",0,7.9591,6514.1126,142319000,5408000,"BD->FI"
"BG->FI",0,5.2478,2227.1534,7284000,5408000,"BG->FI"
"BO->FI",0,8.0836,11722.0681,10624000,5408000,"BO->FI"
"BR->FI",0,6.6075,10702.3455,192400000,5408000,"BR->FI"
"BY->FI",0,5.6434,1015.6342,9460000,5408000,"BY->FI"
"CA->FI",0,6.4585,6528.8952,3.5e+07,5408000,"CA->FI"
"CH->FI",0,4.6098,2064.5185,7952000,5408000,"CH->FI"
"CL->FI",0,7.6965,13479.7447,17402000,5408000,"CL->FI"
"CN->FI",1,4.3162,6802.4591,1347350000,5408000,"CN->FI"
"CO->FI",0,7.2045,9732.0271,47015000,5408000,"CO->FI"
"DE->FI",0,2.8553,1581.4582,80500000,5408000,"DE->FI"
"DK->FI",0,3.0324,1084.1228,5580000,5408000,"DK->FI"
"EC->FI",0,7.2564,10869.2541,14483000,5408000,"EC->FI"
"ES->FI",0,4.0498,3394.1754,46185000,5408000,"ES->FI"
"FJ->FI",0,7.8925,14591.2348,861000,5408000,"FJ->FI"
"FR->FI",0,4.1796,2350.8031,65350000,5408000,"FR->FI"
"GB->FI",0,3.4634,1911.9183,62262000,5408000,"GB->FI"
"GF->FI",0,5.8684,8869.9581,224000,5408000,"GF->FI"
"GR->FI",0,5.0218,2752.8554,10787000,5408000,"GR->FI"
"HK->FI",0,6.1886,7785.2623,7103000,5408000,"HK->FI"
"ID->FI",0,8.3297,10298.3035,237641000,5408000,"ID->FI"
"IN->FI",0,6.5649,6231.1954,1210570000,5408000,"IN->FI"
"IS->FI",0,5.5005,2295.6022,320000,5408000,"IS->FI"
"IT->FI",0,4.5116,2391.2569,59464000,5408000,"IT->FI"
"JP->FI",0,4.8251,7480.536,127300000,5408000,"JP->FI"
"KH->FI",0,6.7095,8260.8793,13396000,5408000,"KH->FI"
"KR->FI",0,6.3371,7151.8725,48580000,5408000,"KR->FI"
"LA->FI",0,6.3694,7632.2639,6256000,5408000,"LA->FI"
"LK->FI",0,7.3176,7604.0308,20653000,5408000,"LK->FI"
"LV->FI",0,3.2894,658.52,2070000,5408000,"LV->FI"
"MD->FI",0,6.4407,1789.7,3560000,5408000,"MD->FI"
"MM->FI",0,6.2945,7084.1048,47963000,5408000,"MM->FI"
"MY->FI",0,7.6183,9254.3115,30017000,5408000,"MY->FI"
"NL->FI",0,4.0888,1693.0778,16838000,5408000,"NL->FI"
"NO->FI",0,3.8823,693.2622,5009000,5408000,"NO->FI"
"NP->FI",0,7.5106,5825.8041,26621000,5408000,"NP->FI"
"NZ->FI",0,8.4598,16876.3323,4434000,5408000,"NZ->FI"
"PE->FI",0,7.3675,11464.836,30135000,5408000,"PE->FI"
"PH->FI",0,7.467,9404.4169,92340000,5408000,"PH->FI"
"PT->FI",0,5.6644,3892.424,10487000,5408000,"PT->FI"
"PY->FI",0,8.4517,12099.5466,6382000,5408000,"PY->FI"
"RO->FI",0,5.8587,1936.8961,19043000,5408000,"RO->FI"
"RS->FI",0,5.8175,2143.066,7120000,5408000,"RS->FI"
"SE->FI",0,2.3228,533.8285,9490000,5408000,"SE->FI"
"SG->FI",0,7.2592,9342.334,5184000,5408000,"SG->FI"
"TH->FI",0,4.7265,7987.2564,65500000,5408000,"TH->FI"
"TW->FI",0,7.2149,7961.2719,23293593,5408000,"TW->FI"
"UA->FI",0,5.8964,1710.9994,45426000,5408000,"UA->FI"
"US->FI",0,5.1081,7608.8623,3.17e+08,5408000,"US->FI"
"UY->FI",0,8.5487,12939.1234,3251000,5408000,"UY->FI"
"VE->FI",0,7.2218,9056.5083,27150000,5408000,"VE->FI"
"VN->FI",0,7.526,8145.7807,87840000,5408000,"VN->FI"
"AL->FJ",0,8.3367,16641.0041,2832000,861000,"AL->FJ"
"AR->FJ",0,5.9431,10975.6397,40117000,861000,"AR->FJ"
"AT->FJ",0,7.8465,16377.5759,8451860,861000,"AT->FJ"
"AU->FJ",1,1.8551,3690.8806,22902000,861000,"AU->FJ"
"BD->FJ",0,7.8127,10411.6945,142319000,861000,"BD->FJ"
"BG->FJ",0,8.33,16129.6604,7284000,861000,"BG->FJ"
"BO->FJ",0,5.76,12080.0989,10624000,861000,"BO->FJ"
"BR->FJ",0,5.2816,13875.1278,192400000,861000,"BR->FJ"
"BY->FJ",0,8.7256,15221.9887,9460000,861000,"BY->FJ"
"CA->FJ",0,4.1349,11226.0882,3.5e+07,861000,"CA->FJ"
"CH->FJ",0,6.7346,16651.3659,7952000,861000,"CH->FJ"
"CL->FJ",0,5.969,10828.1042,17402000,861000,"CL->FJ"
"CN->FJ",0,6.0984,8873.615,1347350000,861000,"CN->FJ"
"CO->FJ",0,4.8809,12082.0145,47015000,861000,"CO->FJ"
"DE->FJ",0,5.9374,16162.4543,80500000,861000,"DE->FJ"
"DK->FJ",0,7.0878,15608.6233,5580000,861000,"DK->FJ"
"EC->FJ",0,4.9563,11372.4557,14483000,861000,"EC->FJ"
"ES->FJ",0,7.3022,17751.0652,46185000,861000,"ES->FJ"
"FI->FJ",0,7.8925,14591.2348,5408000,861000,"FI->FJ"
"FR->FJ",0,6.0508,16890.7512,65350000,861000,"FR->FJ"
"GB->FJ",0,5.3319,16107.2346,62262000,861000,"GB->FJ"
"GF->FJ",0,7.7397,14419.2601,224000,861000,"GF->FJ"
"GR->FJ",0,7.6671,16507.0654,10787000,861000,"GR->FJ"
"HK->FJ",0,4.9963,8222.9034,7103000,861000,"HK->FJ"
"ID->FJ",0,5.2114,7111.7619,237641000,861000,"ID->FJ"
"IN->FJ",0,7.0424,11492.173,1210570000,861000,"IN->FJ"
"IS->FJ",0,5.2421,14658.5371,320000,861000,"IS->FJ"
"IT->FJ",0,6.674,16930.5436,59464000,861000,"IT->FJ"
"JP->FJ",0,4.0691,7400.3428,127300000,861000,"JP->FJ"
"KH->FJ",0,7.1743,8700.0594,13396000,861000,"KH->FJ"
"KR->FJ",0,4.2669,7911.9577,48580000,861000,"KR->FJ"
"LA->FJ",0,6.8343,9101.5973,6256000,861000,"LA->FJ"
"LK->FJ",0,7.2183,11050.875,20653000,861000,"LK->FJ"
"LV->FJ",0,8.1378,15138.5617,2070000,861000,"LV->FJ"
"MD->FJ",0,9.5228,15684.7592,3560000,861000,"MD->FJ"
"MM->FJ",0,6.7593,9834.8834,47963000,861000,"MM->FJ"
"MY->FJ",0,4.9218,7983.4923,30017000,861000,"MY->FJ"
"NL->FJ",0,5.9049,16190.1584,16838000,861000,"NL->FJ"
"NO->FJ",0,8.0028,14873.0016,5009000,861000,"NO->FJ"
"NP->FJ",0,7.9755,11114.3442,26621000,861000,"NP->FJ"
"NZ->FJ",0,2.159,2644.8762,4434000,861000,"NZ->FJ"
"PE->FJ",0,5.0439,11503.8659,30135000,861000,"PE->FJ"
"PH->FJ",0,6.6714,6764.8762,92340000,861000,"PH->FJ"
"PT->FJ",0,7.3682,17448.754,10487000,861000,"PT->FJ"
"PY->FJ",0,7.1259,12388.6534,6382000,861000,"PY->FJ"
"RO->FJ",0,8.9408,16066.3544,19043000,861000,"RO->FJ"
"RS->FJ",0,8.427,16405.9138,7120000,861000,"RS->FJ"
"SE->FJ",0,7.3992,15088.2586,9490000,861000,"SE->FJ"
"SG->FJ",0,4.0545,8309.928,5184000,861000,"SG->FJ"
"TH->FJ",0,5.1913,9113.7516,65500000,861000,"TH->FJ"
"TW->FJ",0,6.1722,7718.1826,23293593,861000,"TW->FJ"
"UA->FJ",0,7.8377,15424.3043,45426000,861000,"UA->FJ"
"US->FJ",0,2.7845,10951.9073,3.17e+08,861000,"US->FJ"
"UY->FJ",0,7.3287,11930.2436,3251000,861000,"UY->FJ"
"VE->FJ",0,5.0511,13114.1804,27150000,861000,"VE->FJ"
"VN->FJ",0,6.3889,8500.0218,87840000,861000,"VN->FJ"
"AL->FR",0,4.3058,1396.5037,2832000,65350000,"AL->FR"
"AR->FR",0,4.9439,11575.2664,40117000,65350000,"AR->FR"
"AT->FR",0,3.9408,859.4799,8451860,65350000,"AT->FR"
"AU->FR",3,6.777,15994.8199,22902000,65350000,"AU->FR"
"BD->FR",1,6.766,8015.3665,142319000,65350000,"BD->FR"
"BG->FR",0,4.0449,1847.4597,7284000,65350000,"BG->FR"
"BO->FR",0,5.9046,9831.338,10624000,65350000,"BO->FR"
"BR->FR",2,3.5674,8514.5745,192400000,65350000,"BR->FR"
"BY->FR",0,4.4661,1995.4945,9460000,65350000,"BY->FR"
"CA->FR",0,3.9134,6948.164,3.5e+07,65350000,"CA->FR"
"CH->FR",0,3.0249,376.0677,7952000,65350000,"CH->FR"
"CL->FR",0,6.2394,11465.7783,17402000,65350000,"CL->FR"
"CN->FR",0,4.4565,8847.9009,1347350000,65350000,"CN->FR"
"CO->FR",0,4.6021,8510.4113,47015000,65350000,"CO->FR"
"DE->FR",0,2.8778,779.9046,80500000,65350000,"DE->FR"
"DK->FR",0,3.6217,1290.8385,5580000,65350000,"DK->FR"
"EC->FR",0,5.4381,9557.6126,14483000,65350000,"EC->FR"
"ES->FR",0,2.87,1069.7368,46185000,65350000,"ES->FR"
"FI->FR",0,4.1796,2350.8031,5408000,65350000,"FI->FR"
"FJ->FR",0,6.0508,16890.7512,861000,65350000,"FJ->FR"
"GB->FR",0,2.5953,927.8282,62262000,65350000,"GB->FR"
"GF->FR",0,1.6889,7007.6115,224000,65350000,"GF->FR"
"GR->FR",0,3.9037,1980.114,10787000,65350000,"GR->FR"
"HK->FR",0,5.3122,9741.0003,7103000,65350000,"HK->FR"
"ID->FR",0,6.8178,11857.4158,237641000,65350000,"ID->FR"
"IN->FR",0,4.0978,7333.215,1210570000,65350000,"IN->FR"
"IS->FR",0,4.1992,2610.0465,320000,65350000,"IS->FR"
"IT->FR",0,2.6431,767.9252,59464000,65350000,"IT->FR"
"JP->FR",0,4.3277,9797.1807,127300000,65350000,"JP->FR"
"KH->FR",0,6.4826,9862.9955,13396000,65350000,"KH->FR"
"KR->FR",1,5.231,9416.5184,48580000,65350000,"KR->FR"
"LA->FR",0,6.7289,9290.3389,6256000,65350000,"LA->FR"
